pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
Kepler-10 b,Transit,0,2,0.837491,0.000002,-0.000002,0,0.0172,0.00081,-0.00168,0,,,,,85.1,3.4,-4.3,0,0.0145,0.004,-0.0046,0,Mass,0.132,0.004,-0.003,0,8,3,-3,0,0,1,0,2,19h02m43.05s,285.679394,+50d14m28.7s,50.241299,186.5,0.81,-0.81,0,186.5,0.81,-0.81,0,10.94,0.345,0,V (Johnson),10.919,,0,5708,28,-28,0,0.91,0.02,-0.02,0,1.06,0.01,-0.01,0,15/10/2015,Kepler
Kepler-10 c,Transit,0,2,45.2946,0.0008,-0.0008,0,,,,,,,,,,,,,0.02319,0.00415,-0.00374,0,Mass,,,,,3.14,0.63,-0.55,0,1,1,0,2,19h02m43.05s,285.679394,+50d14m28.7s,50.241299,186.5,0.81,-0.81,0,186.5,0.81,-0.81,0,10.94,0.345,0,V (Johnson),10.919,,0,5708,28,-28,0,0.91,0.02,-0.02,0,1.06,0.01,-0.01,0,27/07/2017,Kepler
Kepler-100 b,Transit,0,3,6.88705,,,0,,,,,,,,,,,,,0.023,0.01,-0.01,0,Mass,0.118,0.004,-0.004,0,14.25,6.33,-6.33,0,0,1,0,1,19h25m32.63s,291.385979,+41d59m25.0s,41.990273,307.34,1.77,-1.77,0,307.34,1.77,-1.77,0,11.197,,0,Kepler-band,11.129,,0,5825,75,-75,0,1.08,0.06,-0.06,0,1.49,0.04,-0.04,0,14/05/2014,Kepler
Kepler-100 c,Transit,0,3,12.8159,,,0,,,,,,,,,,,,,0.02218,,,1,Mass,0.196,0.004,-0.004,0,,,,,0,1,0,1,19h25m32.63s,291.385979,+41d59m25.0s,41.990273,307.34,1.77,-1.77,0,307.34,1.77,-1.77,0,11.197,,0,Kepler-band,11.129,,0,5825,75,-75,0,1.08,0.06,-0.06,0,1.49,0.04,-0.04,0,13/10/2016,Kepler
Kepler-100 d,Transit,0,3,35.3331,,,0,,,,,,,,,,,,,0.00944,,,1,Mass,0.144,0.004,-0.004,0,,,,,0,1,0,1,19h25m32.63s,291.385979,+41d59m25.0s,41.990273,307.34,1.77,-1.77,0,307.34,1.77,-1.77,0,11.197,,0,Kepler-band,11.129,,0,5825,75,-75,0,1.08,0.06,-0.06,0,1.49,0.04,-0.04,0,13/10/2016,Kepler
Kepler-1000 b,Transit,0,1,120.0181272,0.0003628,-0.0003628,0,,,,,,,,,,,,,,,,,,0.425,0.03,-0.028,0,,,,,0,1,0,1,19h06m44.53s,286.685523,+47d05m53.6s,47.098221,925,51.17,-50.08,0,1152.75,17.7,-17.7,0,13.256,,0,Kepler-band,13.192,,0,6453,74.15,-73.42,0,1.4,0.04,-0.04,0,1.51,0.08,-0.07,0,10/05/2016,Kepler
Kepler-1001 b,Transit,0,2,14.30511983,0.0000434,-0.0000434,0,,,,,,,,,,,,,,,,,,0.281,0.03,-0.043,0,,,,,0,1,0,1,19h05m05.73s,286.273871,+48d37m07.3s,48.618706,1009,107,-69.51,0,954.17,24.51,-24.51,0,15.338,,0,Kepler-band,15.33,,0,5491,66.16,-68.91,0,0.9,0.04,-0.04,0,0.88,0.09,-0.06,0,10/05/2016,Kepler
Kepler-1001 c,Transit,0,2,9.18186,,,0,,,,0,,,,0,,,,0,,,,0,,0.141,,,0,,,,0,0,1,0,0,19h05m05.73s,286.273871,+48d37m07.3s,48.618706,1009,107,-69.51,0,954.17,24.51,-24.51,0,15.338,,0,Kepler-band,15.33,,0,5491,66.16,-68.91,0,0.9,0.04,-0.04,0,0.88,0.09,-0.06,0,03/09/2020,Kepler
Kepler-1002 b,Transit,0,1,4.33642933,0.00000695,-0.00000695,0,,,,,,,,,,,,,,,,,,0.153,0.005,-0.004,0,,,,,0,1,0,1,19h32m19.08s,293.079495,+43d04m25.4s,43.073715,425,14.56,-12.18,0,1432.94,1011.87,-1011.87,0,11.704,,0,Kepler-band,11.647,,0,6144,47.25,-61.08,0,1.22,0.05,-0.05,0,1.57,0.05,-0.04,0,10/05/2016,Kepler
Kepler-1003 b,Transit,0,1,3.55485691,0.00000671,-0.00000671,0,,,,,,,,,,,,,,,,,,0.159,0.043,-0.02,0,,,,,0,1,0,1,19h28m04.91s,292.020456,+44d52m34.4s,44.876217,873,239.6,-116.11,0,968.07,16.2,-16.2,0,14.053,,0,Kepler-band,14.023,,0,6109,150.04,-195.29,0,1.11,0.13,-0.08,0,1.17,0.32,-0.15,0,10/05/2016,Kepler
Kepler-1004 b,Transit,0,1,5.28789787,0.00001198,-0.00001198,0,,,,,,,,,,,,,,,,,,0.56,0.07,-0.039,0,,,,,0,1,0,1,19h49m26.23s,297.359299,+49d47m51.2s,49.79755,1080,86.99,-66.57,0,1191.35,37.79,-37.79,0,13.427,,0,Kepler-band,13.4,,0,4972,52.3,-39.52,0,1.11,0.18,-0.12,0,3.39,0.28,-0.22,0,10/05/2016,Kepler
Kepler-1005 b,Transit,0,1,6.49801525,0.0000132,-0.0000132,0,,,,,,,,,,,,,,,,,,0.134,0.019,-0.013,0,,,,,0,1,0,1,19h05m08.64s,286.286014,+43d19m13.7s,43.320461,515,72.05,-50.36,0,577.27,4.5,-4.5,0,13.25,,0,Kepler-band,13.184,,0,5782,68.03,-67.92,0,1,0.04,-0.04,0,1.06,0.15,-0.1,0,10/05/2016,Kepler
Kepler-1006 b,Transit,0,1,19.76172042,0.0000667,-0.0000667,0,,,,,,,,,,,,,,,,,,0.137,0.024,-0.012,0,,,,,0,1,0,1,19h43m00.99s,295.754127,+42d32m14.9s,42.537476,496,64.95,-44.95,0,,,,,14.563,,0,Kepler-band,,,,5328,180.84,-112.84,0,0.78,0.07,-0.06,0,0.74,0.09,-0.06,0,10/05/2016,Kepler
Kepler-1007 b,Transit,0,1,5.18500207,0.00000932,-0.00000932,0,,,,,,,,,,,,,,,,,,0.128,0.006,-0.006,0,,,,,0,1,0,1,19h43m37.57s,295.906552,+45d48m32.8s,45.80912,365,17.69,-18.89,0,461.91,61.53,-61.53,0,14.744,,0,Kepler-band,14.735,,0,4587,88.05,-98.48,0,0.73,0.03,-0.04,0,0.7,0.03,-0.03,0,10/05/2016,Kepler
Kepler-1008 b,Transit,0,1,12.43931193,0.00002837,-0.00002837,0,,,,,,,,,,,,,,,,,,0.114,0.006,-0.004,0,,,,,0,1,0,1,19h46m11.41s,296.547525,+44d56m31.0s,44.941933,299,13.18,-11.49,0,284.89,1.29,-1.29,0,13.395,,0,Kepler-band,13.379,,0,5066,79.91,-66.82,0,0.81,0.03,-0.03,0,0.78,0.03,-0.03,0,10/05/2016,Kepler
Kepler-1009 b,Transit,0,1,11.35011917,0.0000225,-0.0000225,0,,,,,,,,,,,,,,,,,,0.194,0.024,-0.021,0,,,,,0,1,0,1,18h51m26.38s,282.85993,+42d39m56.8s,42.665764,281,13.64,-14.26,0,358.41,8.26,-8.26,0,15.278,,0,Kepler-band,15.301,,0,4027,41.14,-36.46,0,0.59,0.02,-0.03,0,0.57,0.02,-0.02,0,10/05/2016,Kepler
Kepler-101 b,Transit,0,2,3.4876812,0.000007,-0.000007,0,0.0474,0.001,-0.0008,0,0.086,0.08,-0.059,0,85.82,1.73,-1.53,0,0.16,0.02,-0.01,0,Mass,0.51,0.08,-0.07,0,1.45,0.83,-0.48,0,0,1,0,1,18h53m01.32s,283.255489,+48d21m18.8s,48.355228,953.44,15.5,-15.5,0,953.44,15.5,-15.5,0,13.8,,0,V (Johnson),13.567,,0,5667,50,-50,0,1.17,0.07,-0.05,0,1.56,0.2,-0.2,0,25/09/2014,Kepler
Kepler-101 c,Transit,0,2,6.02976,0.000075,-0.000075,0,0.0684,0.0014,-0.0014,0,0,,,0,84.6,3.4,-3.1,0,0.01,,,1,Mass,0.112,0.017,-0.015,0,10.5,,,1,0,1,0,1,18h53m01.32s,283.255489,+48d21m18.8s,48.355228,953.44,15.5,-15.5,0,953.44,15.5,-15.5,0,13.8,,0,V (Johnson),13.567,,0,5667,50,-50,0,1.17,0.07,-0.05,0,1.56,0.2,-0.2,0,25/09/2014,Kepler
Kepler-1010 b,Transit,0,1,34.2685705,0.0001181,-0.0001181,0,,,,,,,,,,,,,,,,,,0.207,0.039,-0.016,0,,,,,0,1,0,1,19h16m46.23s,289.192636,+44d08m57.6s,44.149326,610,41.36,-35.83,0,589.05,7.36,-7.36,0,14.685,,0,Kepler-band,14.687,,0,5253,67.75,-80.75,0,0.86,0.04,-0.04,0,0.82,0.05,-0.04,0,10/05/2016,Kepler
Kepler-1011 b,Transit,0,1,5.75322197,0.00000942,-0.00000942,0,,,,,,,,,,,,,,,,,,0.256,0.026,-0.039,0,,,,,0,1,0,1,19h49m36.37s,297.401546,+46d49m26.4s,46.824001,860,89.02,-58.61,0,752.52,13.29,-13.29,0,15.196,,0,Kepler-band,15.203,,0,5416,95.5,-130.93,0,0.91,0.04,-0.04,0,0.88,0.09,-0.05,0,10/05/2016,Kepler
Kepler-1012 b,Transit,0,1,5.50860439,0.00001151,-0.00001151,0,,,,,,,,,,,,,,,,,,0.115,0.007,-0.005,0,,,,,0,1,0,1,19h17m11.10s,289.29627,+46d27m28.6s,46.457954,420,22.19,-18.75,0,416.02,2.37,-2.37,0,13.317,,0,Kepler-band,13.315,,0,5556,77.89,-67.52,0,0.95,0.03,-0.04,0,0.91,0.05,-0.04,0,10/05/2016,Kepler
Kepler-1013 b,Transit,0,1,18.93054959,0.00004672,-0.00004672,0,,,,,,,,,,,,,,,,,,0.192,0.032,-0.018,0,,,,,0,1,0,1,19h20m59.54s,290.248072,+44d26m06.9s,44.435242,433,21.12,-19.39,0,427.44,3.19,-3.19,0,14.417,,0,Kepler-band,14.408,,0,4954,77.29,-81.88,0,0.81,0.04,-0.04,0,0.76,0.03,-0.03,0,10/05/2016,Kepler
Kepler-1014 b,Transit,0,1,16.57110363,0.00003817,-0.00003817,0,,,,,,,,,,,,,,,,,,0.213,0.019,-0.022,0,,,,,0,1,0,1,19h00m29.29s,285.122033,+44d06m38.2s,44.110603,672,61.42,-43.1,0,636.24,6.76,-6.76,0,14.64,,0,Kepler-band,14.627,,0,5388,68.87,-66.36,0,0.88,0.04,-0.05,0,0.84,0.07,-0.05,0,10/05/2016,Kepler
Kepler-1015 b,Transit,0,1,16.00494214,0.00004175,-0.00004175,0,,,,,,,,,,,,,,,,,,0.317,0.118,-0.059,0,,,,,0,1,0,1,19h31m01.76s,292.75733,+43d25m36.9s,43.42691,932,334.63,-173,0,755.15,15.01,-15.01,0,12.818,,0,Kepler-band,12.759,,0,6769,136.36,-197.14,0,1.49,0.22,-0.15,0,1.81,0.67,-0.34,0,10/05/2016,Kepler
Kepler-1016 b,Transit,0,2,1.95452434,0.00000331,-0.00000331,0,,,,,,,,,,,,,,,,,,0.194,0.033,-0.025,0,,,,,0,1,0,1,19h38m27.27s,294.613645,+45d59m04.6s,45.984623,1239,210.99,-141.4,0,1460.1,63.54,-63.54,0,15.356,,0,Kepler-band,15.319,,0,5821,177.41,-169.89,0,0.99,0.08,-0.07,0,1,0.17,-0.1,0,10/05/2016,Kepler
Kepler-1016 c,Transit,0,2,105.6551369,0.0005452,-0.0005452,0,,,,,,,,,,,,,,,,,,0.328,0.058,-0.033,0,,,,,0,1,0,1,19h38m27.27s,294.613645,+45d59m04.6s,45.984623,1239,210.99,-141.4,0,1460.1,63.54,-63.54,0,15.356,,0,Kepler-band,15.319,,0,5821,177.41,-169.89,0,0.99,0.08,-0.07,0,1,0.17,-0.1,0,10/05/2016,Kepler
Kepler-1017 b,Transit,0,1,7.23400469,0.00001433,-0.00001433,0,,,,,,,,,,,,,,,,,,0.178,0.026,-0.011,0,,,,,0,1,0,1,18h53m52.65s,283.469362,+40d07m57.4s,40.132607,554,22.09,-20.74,0,560.99,4.63,-4.63,0,14.139,,0,Kepler-band,14.115,,0,5473,93.16,-81.05,0,0.93,0.04,-0.04,0,0.87,0.03,-0.03,0,10/05/2016,Kepler
Kepler-1018 b,Transit,0,1,49.1013514,0.0001876,-0.0001876,0,,,,,,,,,,,,,,,,,,0.23,0.027,-0.017,0,,,,,0,1,0,1,18h54m23.21s,283.596696,+45d24m28.4s,45.407879,894,103.42,-65.54,0,1039.98,25.87,-25.87,0,15.041,,0,Kepler-band,15.014,,0,5518,61.16,-57.64,0,0.91,0.04,-0.06,0,0.88,0.1,-0.06,0,10/05/2016,Kepler
Kepler-1019 b,Transit,0,1,1.41122985,0.00000075,-0.00000075,0,,,,,,,,,,,,,,,,,,0.13,0.004,-0.014,0,,,,,0,1,0,1,18h54m52.21s,283.717526,+47d12m16.0s,47.204449,198,9.14,-12.43,0,195.28,0.51,-0.51,0,13.59,,0,Kepler-band,13.593,,0,4433,43.73,-45.09,0,0.7,0.03,-0.05,0,0.67,0.02,-0.04,0,10/05/2016,Kepler
Kepler-102 b,Transit,0,5,5.28696,,,0,,,,,,,,,,,,,0.01353,,,1,Mass,0.042,0.002,-0.002,0,,,,,0,1,0,1,18h45m55.86s,281.482749,+47d12m28.9s,47.208031,108.13,0.22,-0.22,0,108.13,0.22,-0.22,0,11.492,,0,Kepler-band,11.478,,0,4909,41,-41,0,0.81,0.04,-0.09,0,0.76,0.07,-0.07,0,13/10/2016,Kepler
Kepler-102 c,Transit,0,5,7.07142,,,0,,,,,,,,,,,,,0.00944,,,1,Mass,0.052,0.002,-0.002,0,,,,,0,1,0,1,18h45m55.86s,281.482749,+47d12m28.9s,47.208031,108.13,0.22,-0.22,0,108.13,0.22,-0.22,0,11.492,,0,Kepler-band,11.478,,0,4909,41,-41,0,0.81,0.04,-0.09,0,0.76,0.07,-0.07,0,13/10/2016,Kepler
Kepler-102 d,Transit,0,5,10.3117,,,0,,,,,,,,,,,,,0.012,0.006,-0.006,0,Mass,0.105,0.004,-0.004,0,13.27,6.46,-6.46,0,0,1,0,1,18h45m55.86s,281.482749,+47d12m28.9s,47.208031,108.13,0.22,-0.22,0,108.13,0.22,-0.22,0,11.492,,0,Kepler-band,11.478,,0,4909,41,-41,0,0.81,0.04,-0.09,0,0.76,0.07,-0.07,0,14/05/2014,Kepler
Kepler-102 e,Transit,0,5,16.1457,,,0,,,,,,,,,,,,,0.028,0.006,-0.006,0,Mass,0.198,0.006,-0.006,0,4.68,1.12,-1.12,0,0,1,0,1,18h45m55.86s,281.482749,+47d12m28.9s,47.208031,108.13,0.22,-0.22,0,108.13,0.22,-0.22,0,11.492,,0,Kepler-band,11.478,,0,4909,41,-41,0,0.81,0.04,-0.09,0,0.76,0.07,-0.07,0,14/05/2014,Kepler
Kepler-102 f,Transit,0,5,27.4536,,,0,,,,,,,,,,,,,0.01636,,,1,Mass,0.079,0.003,-0.003,0,,,,,0,1,0,1,18h45m55.86s,281.482749,+47d12m28.9s,47.208031,108.13,0.22,-0.22,0,108.13,0.22,-0.22,0,11.492,,0,Kepler-band,11.478,,0,4909,41,-41,0,0.81,0.04,-0.09,0,0.76,0.07,-0.07,0,13/10/2016,Kepler
Kepler-1020 b,Transit,0,1,96.9151496,0.0003632,-0.0003632,0,,,,,,,,,,,,,,,,,,0.203,0.007,-0.008,0,,,,,0,1,0,1,19h30m41.41s,292.672551,+46d22m38.7s,46.377422,446,12.98,-14.07,0,420.36,4.17,-4.17,0,14.031,,0,Kepler-band,13.983,,0,5227,66.71,-60.63,0,0.87,0.03,-0.03,0,0.8,0.02,-0.02,0,10/05/2016,Kepler
Kepler-1021 b,Transit,0,1,13.47469571,0.0000321,-0.0000321,0,,,,,,,,,,,,,,,,,,0.208,0.022,-0.016,0,,,,,0,1,0,1,19h40m49.18s,295.204905,+42d33m34.9s,42.559681,837,88.53,-67.3,0,828.87,19.96,-19.96,0,15.164,,0,Kepler-band,15.173,,0,5431,143.14,-143.99,0,0.89,0.05,-0.05,0,0.86,0.09,-0.06,0,10/05/2016,Kepler
Kepler-1022 b,Transit,0,1,10.99469878,0.0000188,-0.0000188,0,,,,,,,,,,,,,,,,,,0.211,0.007,-0.025,0,,,,,0,1,0,1,19h17m24.48s,289.352005,+46d58m25.4s,46.973728,455,20.19,-23.27,0,425.11,5.68,-5.68,0,15.389,,0,Kepler-band,15.377,,0,4445,49.47,-51.77,0,0.71,0.03,-0.04,0,0.68,0.02,-0.03,0,10/05/2016,Kepler
Kepler-1023 b,Transit,0,1,62.1387714,0.0002199,-0.0002199,0,,,,,,,,,,,,,,,,,,0.235,0.027,-0.016,0,,,,,0,1,0,1,19h16m07.14s,289.029742,+49d46m10.9s,49.769707,686,78.27,-44.16,0,708.19,12.53,-12.53,0,14.52,,0,Kepler-band,14.502,,0,5494,75.28,-98.69,0,0.93,0.04,-0.04,0,0.89,0.1,-0.05,0,10/05/2016,Kepler
Kepler-1024 b,Transit,0,1,66.4162133,0.0003538,-0.0003538,0,,,,,,,,,,,,,,,,,,0.349,0.024,-0.023,0,,,,,0,1,0,1,19h27m48.24s,291.950991,+38d15m06.1s,38.251698,1017,64.86,-69.53,0,1119.7,52.97,-52.97,0,15.983,,0,Kepler-band,16.006,,0,5143,126.73,-76.37,0,0.81,0.04,-0.05,0,0.78,0.04,-0.05,0,10/05/2016,Kepler
Kepler-1025 b,Transit,0,1,37.3229493,0.0001363,-0.0001363,0,,,,,,,,,,,,,,,,,,0.177,0.037,-0.02,0,,,,,0,1,0,1,18h58m02.45s,284.510201,+43d57m42.0s,43.961666,716,148.44,-82.28,0,822.11,26.01,-26.01,0,13.573,,0,Kepler-band,13.556,,0,6089,102.4,-95.52,0,1.09,0.08,-0.07,0,1.13,0.23,-0.12,0,10/05/2016,Kepler
Kepler-1026 b,Transit,0,1,36.5156053,0.0001037,-0.0001037,0,,,,,,,,,,,,,,,,,,0.197,0.029,-0.013,0,,,,,0,1,0,1,18h54m25.26s,283.605263,+39d59m52.7s,39.99798,389,19.89,-21.87,0,354.82,2.61,-2.61,0,14.254,,0,Kepler-band,14.202,,0,4948,85.79,-89.37,0,0.79,0.04,-0.04,0,0.75,0.03,-0.04,0,10/05/2016,Kepler
Kepler-1027 b,Transit,0,1,1.9078052,0.00000246,-0.00000246,0,,,,,,,,,,,,,,,,,,0.079,0.004,-0.002,0,,,,,0,1,0,1,19h10m17.08s,287.571185,+42d48m50.1s,42.813923,291,7.82,-6.58,0,409.83,4.99,-4.99,0,12.852,,0,Kepler-band,12.84,,0,5436,66.85,-58.48,0,0.91,0.03,-0.02,0,0.82,0.02,-0.02,0,10/05/2016,Kepler
Kepler-1028 b,Transit,0,1,2.51462432,0.00000495,-0.00000495,0,,,,,,,,,,,,,,,,,,0.119,0.013,-0.01,0,,,,,0,1,0,1,19h18m22.34s,289.593097,+49d46m52.2s,49.781158,633,69.95,-51.06,0,618.74,6.58,-6.58,0,14.325,,0,Kepler-band,14.31,,0,5522,102.65,-78.23,0,0.9,0.05,-0.06,0,0.87,0.1,-0.07,0,10/05/2016,Kepler
Kepler-1029 b,Transit,0,1,4.41769648,0.0000089,-0.0000089,0,,,,,,,,,,,,,,,,,,0.112,0.007,-0.006,0,,,,,0,1,0,1,19h28m31.91s,292.132976,+41d32m51.1s,41.54754,422,23.2,-22.95,0,370.57,2.6,-2.6,0,14.31,,0,Kepler-band,14.301,,0,5030,68.38,-91.81,0,0.82,0.04,-0.04,0,0.77,0.04,-0.04,0,10/05/2016,Kepler
Kepler-103 b,Transit,0,2,15.9654,,,0,,,,,,,,,,,,,0.031,0.027,-0.027,0,Mass,0.301,0.008,-0.008,0,1.38,1.4,-1.4,0,1,1,0,1,19h15m56.29s,288.984555,+40d03m52.3s,40.064521,501.93,5.95,-5.95,0,501.93,5.95,-5.95,0,12.287,,0,Kepler-band,12.247,,0,5845,88,-88,0,1.09,0.07,-0.07,0,1.44,0.04,-0.04,0,14/05/2014,Kepler
Kepler-103 c,Transit,0,2,179.612,,,0,,,,,,,,,,,,,0.114,0.079,-0.079,0,Mass,0.459,0.012,-0.012,0,1.47,1.2,-1.2,0,1,1,0,1,19h15m56.29s,288.984555,+40d03m52.3s,40.064521,501.93,5.95,-5.95,0,501.93,5.95,-5.95,0,12.287,,0,Kepler-band,12.247,,0,5845,88,-88,0,1.09,0.07,-0.07,0,1.44,0.04,-0.04,0,14/05/2014,Kepler
Kepler-1030 b,Transit,0,1,19.32952416,0.00007474,-0.00007474,0,,,,,,,,,,,,,,,,,,0.221,0.011,-0.016,0,,,,,0,1,0,1,19h34m43.66s,293.681915,+45d49m03.2s,45.817559,795,41.25,-42.24,0,775.26,17.47,-17.47,0,15.719,,0,Kepler-band,15.716,,0,4983,78.38,-85.01,0,0.8,0.04,-0.04,0,0.76,0.04,-0.04,0,10/05/2016,Kepler
Kepler-1031 b,Transit,0,1,1.22621732,0.00000451,-0.00000451,0,,,,,,,,,,,,,,,,,,0.078,0.019,-0.01,0,,,,,0,1,0,1,19h44m21.54s,296.089747,+48d57m19.4s,48.955376,741,179.6,-89.39,0,,,,,13.8,,0,Kepler-band,,,,6011,125.91,-133.3,0,1.09,0.1,-0.07,0,1.12,0.27,-0.13,0,10/05/2016,Kepler
Kepler-1032 b,Transit,0,1,3.29011795,0.00000505,-0.00000505,0,,,,,,,,,,,,,,,,,,0.167,0.009,-0.007,0,,,,,0,1,0,1,19h19m43.41s,289.930872,+40d05m51.9s,40.097751,607,20.92,-23.92,0,683.87,35.91,-35.91,0,15.753,,0,Kepler-band,15.799,,0,4647,57.14,-84.37,0,0.77,0.03,-0.03,0,0.71,0.02,-0.02,0,10/05/2016,Kepler
Kepler-1033 b,Transit,0,1,7.56052806,0.00002405,-0.00002405,0,,,,,,,,,,,,,,,,,,0.224,0.037,-0.016,0,,,,,0,1,0,1,18h55m22.83s,283.845142,+44d36m32.7s,44.609093,1425,230.34,-101.79,0,1518.2,89.03,-89.03,0,15.986,,0,Kepler-band,15.929,,0,5547,59.76,-66.49,0,0.94,0.04,-0.04,0,0.92,0.15,-0.06,0,10/05/2016,Kepler
Kepler-1034 b,Transit,0,1,12.12400943,0.0000332,-0.0000332,0,,,,,,,,,,,,,,,,,,0.202,0.015,-0.012,0,,,,,0,1,0,1,19h04m27.69s,286.115368,+37d58m01.2s,37.966997,706,45.88,-46.12,0,667.04,9.63,-9.63,0,15.09,,0,Kepler-band,15.074,,0,5198,102.36,-86.25,0,0.83,0.04,-0.04,0,0.8,0.05,-0.05,0,10/05/2016,Kepler
Kepler-1035 b,Transit,0,1,2.71407755,0.00000371,-0.00000371,0,,,,,,,,,,,,,,,,,,0.104,0.025,-0.01,0,,,,,0,1,0,1,19h16m10.13s,289.042225,+42d52m57.0s,42.882488,408,96.89,-39.28,0,570.46,20.13,-20.13,0,12.987,,0,Kepler-band,13.005,,0,5763,114.35,-121.15,0,0.98,0.06,-0.06,0,0.97,0.23,-0.09,0,10/05/2016,Kepler
Kepler-1036 b,Transit,0,1,122.8808058,0.000709,-0.000709,0,,,,,,,,,,,,,,,,,,0.269,0.012,-0.047,0,,,,,1,1,0,1,19h40m43.59s,295.181638,+49d56m44.8s,49.945786,507,22.34,-20.21,0,496.44,3.89,-3.89,0,13.8,,0,Kepler-band,13.764,,0,5533,83.31,-69.58,0,0.95,0.03,-0.04,0,0.89,0.04,-0.03,0,10/05/2016,Kepler
Kepler-1037 b,Transit,0,1,1.06378867,0.00000126,-0.00000126,0,,,,,,,,,,,,,,,,,,0.114,0.008,-0.006,0,,,,,0,1,0,1,19h45m21.85s,296.341029,+47d10m15.1s,47.170856,451,25.02,-25.69,0,452.75,3.18,-3.18,0,14.229,,0,Kepler-band,14.231,,0,5105,96.95,-70.71,0,0.82,0.04,-0.04,0,0.78,0.04,-0.04,0,10/05/2016,Kepler
Kepler-1038 b,Transit,0,1,148.4603382,0.0006894,-0.0006894,0,,,,,,,,,,,,,,,,,,0.315,0.046,-0.035,0,,,,,0,1,0,1,19h55m53.32s,298.972184,+44d07m56.6s,44.132378,622,74.94,-52.89,0,593.92,10.03,-10.03,0,14.839,,0,Kepler-band,14.856,,0,5335,253.32,-212.93,0,0.87,0.07,-0.06,0,0.83,0.09,-0.06,0,10/05/2016,Kepler
Kepler-1039 b,Transit,0,1,0.93488424,0.00000087,-0.00000087,0,,,,,,,,,,,,,,,,,,0.13,0.008,-0.02,0,,,,,0,1,0,1,19h53m18.38s,298.326591,+45d18m55.9s,45.315514,324,23.57,-20.7,0,309.64,1.95,-1.95,0,14.145,,0,Kepler-band,14.096,,0,4870,194.18,-173.27,0,0.79,0.05,-0.04,0,0.74,0.04,-0.04,0,10/05/2016,Kepler
Kepler-104 b,Transit,0,3,11.427548,0.000015,-0.000015,0,0.094,,,0,,,,,,,,,,,,,,0.277,0.047,-0.047,0,,,,,0,1,0,1,19h10m25.11s,287.604612,+42d10m00.4s,42.166779,405.42,4.5,-4.5,0,405.42,4.5,-4.5,0,12.596,,0,Kepler-band,12.57,,0,5711,74,-74,0,,,,,1.35,0.22,-0.22,0,14/05/2014,Kepler
Kepler-104 c,Transit,0,3,23.668205,0.000056,-0.000056,0,0.153,,,0,,,,,,,,,,,,,,0.279,0.049,-0.049,0,,,,,0,1,0,1,19h10m25.11s,287.604612,+42d10m00.4s,42.166779,405.42,4.5,-4.5,0,405.42,4.5,-4.5,0,12.596,,0,Kepler-band,12.57,,0,5711,74,-74,0,,,,,1.35,0.22,-0.22,0,14/05/2014,Kepler
Kepler-104 d,Transit,0,3,51.755394,0.00016,-0.00016,0,0.257,,,0,,,,,,,,,,,,,,0.319,0.054,-0.054,0,,,,,0,1,0,1,19h10m25.11s,287.604612,+42d10m00.4s,42.166779,405.42,4.5,-4.5,0,405.42,4.5,-4.5,0,12.596,,0,Kepler-band,12.57,,0,5711,74,-74,0,,,,,1.35,0.22,-0.22,0,14/05/2014,Kepler
Kepler-1040 b,Transit,0,1,201.1214,0.001945,-0.001945,0,,,,,,,,,,,,,,,,,,0.186,0.016,-0.009,0,,,,,1,1,0,1,18h52m27.31s,283.113784,+48d07m53.0s,48.131393,473,33.12,-25.47,0,488.92,3.31,-3.31,0,13.328,,0,Kepler-band,13.322,,0,5694,78.24,-65.65,0,0.98,0.04,-0.04,0,0.96,0.06,-0.05,0,10/05/2016,Kepler
Kepler-1041 b,Transit,0,1,24.7576421,0.0001112,-0.0001112,0,,,,,,,,,,,,,,,,,,0.262,0.055,-0.047,0,,,,,0,1,0,1,19h35m31.62s,293.881768,+49d40m59.4s,49.683155,979,206.21,-102.97,0,1552.3,40.32,-40.32,0,14.49,,0,Kepler-band,14.442,,0,5957,107.73,-105.23,0,1.06,0.07,-0.07,0,1.08,0.23,-0.11,0,10/05/2016,Kepler
