pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
Kepler-332 c,Transit,0,3,15.995622,0.000108,-0.000108,0,0.114,,,0,,,,,,,,,,,,,,0.097,0.007,-0.007,0,,,,,0,1,0,1,19h06m39.11s,286.662964,+47d24m49.3s,47.4137,347.65,1.83,-1.83,0,347.65,1.83,-1.83,0,14.017,,0,Kepler-band,14.003,,0,4955,100,-100,0,,,,,0.72,0.04,-0.04,0,14/05/2014,Kepler
Kepler-332 d,Transit,0,3,34.21154,0.000326,-0.000326,0,0.189,,,0,,,,,,,,,,,,,,0.105,0.007,-0.007,0,,,,,0,1,0,1,19h06m39.11s,286.662964,+47d24m49.3s,47.4137,347.65,1.83,-1.83,0,347.65,1.83,-1.83,0,14.017,,0,Kepler-band,14.003,,0,4955,100,-100,0,,,,,0.72,0.04,-0.04,0,14/05/2014,Kepler
Kepler-333 b,Transit,0,2,12.551158,0.000044,-0.000044,0,0.087,,,0,,,,,,,,,,,,,,0.118,0.014,-0.014,0,,,,,0,1,0,1,19h29m08.66s,292.286069,+40d54m48.9s,40.913584,327.47,2.17,-2.17,0,327.47,2.17,-2.17,0,14.731,,0,Kepler-band,14.721,,0,4259,200,-200,0,,,,,0.53,0.05,-0.05,0,14/05/2014,Kepler
Kepler-333 c,Transit,0,2,24.08821,0.000207,-0.000207,0,0.135,,,0,,,,,,,,,,,,,,0.099,0.018,-0.018,0,,,,,0,1,0,1,19h29m08.66s,292.286069,+40d54m48.9s,40.913584,327.47,2.17,-2.17,0,327.47,2.17,-2.17,0,14.731,,0,Kepler-band,14.721,,0,4259,200,-200,0,,,,,0.53,0.05,-0.05,0,14/05/2014,Kepler
Kepler-334 b,Transit,0,3,5.470319,0.000021,-0.000021,0,0.061,,,0,,,,,,,,,,,,,,0.1,0.019,-0.019,0,,,,,0,1,0,1,19h08m33.76s,287.140668,+47d06m54.7s,47.115196,431.86,4.53,-4.53,0,431.86,4.53,-4.53,0,12.776,,0,Kepler-band,12.73,,0,5828,100,-100,0,,,,,1.07,0.19,-0.19,0,14/05/2014,Kepler
Kepler-334 c,Transit,0,3,12.758005,0.000055,-0.000055,0,0.107,,,0,,,,,,,,,,,,,,0.128,0.023,-0.023,0,,,,,0,1,0,1,19h08m33.76s,287.140668,+47d06m54.7s,47.115196,431.86,4.53,-4.53,0,431.86,4.53,-4.53,0,12.776,,0,Kepler-band,12.73,,0,5828,100,-100,0,,,,,1.07,0.19,-0.19,0,14/05/2014,Kepler
Kepler-334 d,Transit,0,3,25.09849,0.000142,-0.000142,0,0.168,,,0,,,,,,,,,,,,,,0.126,0.023,-0.023,0,,,,,0,1,0,1,19h08m33.76s,287.140668,+47d06m54.7s,47.115196,431.86,4.53,-4.53,0,431.86,4.53,-4.53,0,12.776,,0,Kepler-band,12.73,,0,5828,100,-100,0,,,,,1.07,0.19,-0.19,0,14/05/2014,Kepler
Kepler-335 b,Transit,0,2,6.562331,0.000031,-0.000031,0,0.075,,,0,,,,,,,,,,,,,,0.302,0.06,-0.06,0,,,,,0,1,0,1,19h44m15.43s,296.064311,+45d25m43.0s,45.428623,1327.48,30.78,-30.78,0,1327.48,30.78,-30.78,0,13.996,,0,Kepler-band,13.96,,0,5877,112,-112,0,,,,,1.85,0.35,-0.35,0,14/05/2014,Kepler
Kepler-335 c,Transit,0,2,67.844469,0.001423,-0.001423,0,0.356,,,0,,,,,,,,,,,,,,0.274,0.059,-0.059,0,,,,,0,1,0,1,19h44m15.43s,296.064311,+45d25m43.0s,45.428623,1327.48,30.78,-30.78,0,1327.48,30.78,-30.78,0,13.996,,0,Kepler-band,13.96,,0,5877,112,-112,0,,,,,1.85,0.35,-0.35,0,14/05/2014,Kepler
Kepler-336 b,Transit,0,3,2.024823,0.000017,-0.000017,0,0.033,,,0,,,,,,,,,,,,,,0.091,0.017,-0.017,0,,,,,0,1,0,1,19h20m57.03s,290.237643,+41d19m52.9s,41.33137,2331.54,2067.64,-2067.64,0,2331.54,2067.64,-2067.64,0,13.598,,0,Kepler-band,13.584,,0,5867,100,-100,0,,,,,1.3,0.23,-0.23,0,14/05/2014,Kepler
Kepler-336 c,Transit,0,3,9.600001,0.000035,-0.000035,0,0.092,,,0,,,,,,,,,,,,,,0.187,0.033,-0.033,0,,,,,0,1,0,1,19h20m57.03s,290.237643,+41d19m52.9s,41.33137,2331.54,2067.64,-2067.64,0,2331.54,2067.64,-2067.64,0,13.598,,0,Kepler-band,13.584,,0,5867,100,-100,0,,,,,1.3,0.23,-0.23,0,14/05/2014,Kepler
Kepler-336 d,Transit,0,3,20.678772,0.000102,-0.000102,0,0.154,,,0,,,,,,,,,,,,,,0.211,0.043,-0.043,0,,,,,0,1,0,1,19h20m57.03s,290.237643,+41d19m52.9s,41.33137,2331.54,2067.64,-2067.64,0,2331.54,2067.64,-2067.64,0,13.598,,0,Kepler-band,13.584,,0,5867,100,-100,0,,,,,1.3,0.23,-0.23,0,14/05/2014,Kepler
Kepler-337 b,Transit,0,2,3.292781,0.000019,-0.000019,0,0.045,,,0,,,,,,,,,,,,,,0.137,0.038,-0.038,0,,,,,0,1,0,1,19h20m14.52s,290.06049,+47d09m50.2s,47.163956,691.41,9.59,-9.59,0,691.41,9.59,-9.59,0,12.727,,0,Kepler-band,12.708,,0,5684,175,-175,0,,,,,1.76,0.48,-0.48,0,14/05/2014,Kepler
Kepler-337 c,Transit,0,2,9.693201,0.000047,-0.000047,0,0.093,,,0,,,,,,,,,,,,,,0.183,0.051,-0.051,0,,,,,0,1,0,1,19h20m14.52s,290.06049,+47d09m50.2s,47.163956,691.41,9.59,-9.59,0,691.41,9.59,-9.59,0,12.727,,0,Kepler-band,12.708,,0,5684,175,-175,0,,,,,1.76,0.48,-0.48,0,14/05/2014,Kepler
Kepler-338 b,Transit,0,4,13.726976,0.000059,-0.000059,0,0.117,,,0,,,,,,,,,,,,,,0.218,0.012,-0.012,0,,,,,1,1,0,1,18h51m54.95s,282.978956,+40d47m03.6s,40.784347,561.69,6.89,-6.89,0,561.69,6.89,-6.89,0,12.119,,0,Kepler-band,12.083,,0,5923,77,-77,0,,,,,1.74,0.08,-0.08,0,14/05/2014,Kepler
Kepler-338 c,Transit,0,4,24.310856,0.000158,-0.000158,0,0.172,,,0,,,,,,,,,,,,,,0.209,0.011,-0.011,0,,,,,0,1,0,1,18h51m54.95s,282.978956,+40d47m03.6s,40.784347,561.69,6.89,-6.89,0,561.69,6.89,-6.89,0,12.119,,0,Kepler-band,12.083,,0,5923,77,-77,0,,,,,1.74,0.08,-0.08,0,14/05/2014,Kepler
Kepler-338 d,Transit,0,4,44.431014,0.000368,-0.000368,0,0.257,,,0,,,,,,,,,,,,,,0.268,0.025,-0.025,0,,,,,0,1,0,1,18h51m54.95s,282.978956,+40d47m03.6s,40.784347,561.69,6.89,-6.89,0,561.69,6.89,-6.89,0,12.119,,0,Kepler-band,12.083,,0,5923,77,-77,0,,,,,1.74,0.08,-0.08,0,14/05/2014,Kepler
Kepler-338 e,Transit Timing Variations,0,4,9.341,,,0,,,,,,,,,,,,,0.027,0.023,-0.02,0,Mass,0.139,0.006,-0.006,0,,,,,1,1,0,1,18h51m54.95s,282.978956,+40d47m03.6s,40.784347,561.69,6.89,-6.89,0,561.69,6.89,-6.89,0,12.119,,0,Kepler-band,12.083,,0,5923,77,-77,0,,,,,1.74,0.08,-0.08,0,28/05/2014,Kepler
Kepler-339 b,Transit,0,3,4.977656,0.000019,-0.000019,0,0.055,,,0,,,,,,,,,,,,,,0.127,0.059,-0.059,0,,,,,0,1,0,1,19h33m24.41s,293.351712,+48d26m40.7s,48.444641,627.67,9.6,-9.6,0,627.67,9.6,-9.6,0,14.531,,0,Kepler-band,14.513,,0,5631,200,-200,0,,,,,0.8,0.36,-0.36,0,14/05/2014,Kepler
Kepler-339 c,Transit,0,3,6.988055,0.000053,-0.000053,0,0.069,,,0,,,,,,,,,,,,,,0.103,0.046,-0.046,0,,,,,0,1,0,1,19h33m24.41s,293.351712,+48d26m40.7s,48.444641,627.67,9.6,-9.6,0,627.67,9.6,-9.6,0,14.531,,0,Kepler-band,14.513,,0,5631,200,-200,0,,,,,0.8,0.36,-0.36,0,14/05/2014,Kepler
Kepler-339 d,Transit,0,3,10.558345,0.000081,-0.000081,0,0.091,,,0,,,,,,,,,,,,,,0.104,0.047,-0.047,0,,,,,0,1,0,1,19h33m24.41s,293.351712,+48d26m40.7s,48.444641,627.67,9.6,-9.6,0,627.67,9.6,-9.6,0,14.531,,0,Kepler-band,14.513,,0,5631,200,-200,0,,,,,0.8,0.36,-0.36,0,14/05/2014,Kepler
Kepler-34 b,Transit,0,1,288.822,0.063,-0.081,0,1.0896,0.0009,-0.0009,0,0.182,0.016,-0.02,0,90.355,0.026,-0.018,0,0.22,0.011,-0.01,0,Mass,0.764,0.012,-0.014,0,0.613,0.045,-0.041,0,1,1,0,0,19h45m44.60s,296.435821,+44d38m29.6s,44.64156,1499,33,-33,0,1896.54,92.01,-92.01,0,14.875,,0,Kepler-band,14.83,,0,5913,130,-130,0,1.05,0,0,0,1.16,0,0,0,14/05/2014,Kepler
Kepler-340 b,Transit,0,2,14.844387,0.000473,-0.000473,0,0.134,,,0,,,,,,,,,,,,,,0.226,0.054,-0.054,0,,,,,0,1,0,1,19h43m44.03s,295.933477,+40d18m02.1s,40.30057,827.41,20.19,-20.19,0,827.41,20.19,-20.19,0,12.345,,0,Kepler-band,12.303,,0,6620,376,-376,0,,,,,1.85,0.42,-0.42,0,14/05/2014,Kepler
Kepler-340 c,Transit,0,2,22.824669,0.000481,-0.000481,0,0.178,,,0,,,,,,,,,,,,,,0.301,0.069,-0.069,0,,,,,0,1,0,1,19h43m44.03s,295.933477,+40d18m02.1s,40.30057,827.41,20.19,-20.19,0,827.41,20.19,-20.19,0,12.345,,0,Kepler-band,12.303,,0,6620,376,-376,0,,,,,1.85,0.42,-0.42,0,14/05/2014,Kepler
Kepler-341 b,Transit,0,4,5.195528,0.000053,-0.000053,0,0.06,,,0,,,,,,,,,,,,,,0.105,0.055,-0.055,0,,,,,0,1,0,1,19h19m26.78s,289.861576,+43d28m22.0s,43.472775,1079.46,21.24,-21.24,0,1079.46,21.24,-21.24,0,14.601,,0,Kepler-band,14.567,,0,6012,200,-200,0,,,,,1.02,0.52,-0.52,0,14/05/2014,Kepler
Kepler-341 c,Transit,0,4,8.01041,0.000049,-0.000049,0,0.08,,,0,,,,,,,,,,,,,,0.152,0.077,-0.077,0,,,,,0,1,0,1,19h19m26.78s,289.861576,+43d28m22.0s,43.472775,1079.46,21.24,-21.24,0,1079.46,21.24,-21.24,0,14.601,,0,Kepler-band,14.567,,0,6012,200,-200,0,,,,,1.02,0.52,-0.52,0,14/05/2014,Kepler
Kepler-341 d,Transit,0,4,27.666313,0.000297,-0.000297,0,0.182,,,0,,,,,,,,,,,,,,0.165,0.084,-0.084,0,,,,,0,1,0,1,19h19m26.78s,289.861576,+43d28m22.0s,43.472775,1079.46,21.24,-21.24,0,1079.46,21.24,-21.24,0,14.601,,0,Kepler-band,14.567,,0,6012,200,-200,0,,,,,1.02,0.52,-0.52,0,14/05/2014,Kepler
Kepler-341 e,Transit,0,4,42.473269,0.000633,-0.000633,0,0.242,,,0,,,,,,,,,,,,,,0.178,0.092,-0.092,0,,,,,0,1,0,1,19h19m26.78s,289.861576,+43d28m22.0s,43.472775,1079.46,21.24,-21.24,0,1079.46,21.24,-21.24,0,14.601,,0,Kepler-band,14.567,,0,6012,200,-200,0,,,,,1.02,0.52,-0.52,0,14/05/2014,Kepler
Kepler-342 b,Transit,0,4,15.170318,0.000059,-0.000059,0,0.128,,,0,,,,,,,,,,,,,,0.201,0.036,-0.036,0,,,,,0,1,0,1,19h30m42.74s,292.678083,+46d43m36.2s,46.726715,799.59,9.98,-9.98,0,799.59,9.98,-9.98,0,13.147,,0,Kepler-band,13.099,,0,6175,100,-100,0,,,,,1.47,0.26,-0.26,0,14/05/2014,Kepler
Kepler-342 c,Transit,0,4,26.234138,0.000163,-0.000163,0,0.185,,,0,,,,,,,,,,,,,,0.175,0.031,-0.031,0,,,,,1,1,0,1,19h30m42.74s,292.678083,+46d43m36.2s,46.726715,799.59,9.98,-9.98,0,799.59,9.98,-9.98,0,13.147,,0,Kepler-band,13.099,,0,6175,100,-100,0,,,,,1.47,0.26,-0.26,0,14/05/2014,Kepler
Kepler-342 d,Transit,0,4,39.459357,0.000375,-0.000375,0,0.242,,,0,,,,,,,,,,,,,,0.222,0.043,-0.043,0,,,,,1,1,0,1,19h30m42.74s,292.678083,+46d43m36.2s,46.726715,799.59,9.98,-9.98,0,799.59,9.98,-9.98,0,13.147,,0,Kepler-band,13.099,,0,6175,100,-100,0,,,,,1.47,0.26,-0.26,0,14/05/2014,Kepler
Kepler-342 e,Transit,0,4,1.64422461,0.00000621,-0.00000621,0,,,,,,,,,,,,,,,,,,0.079,0.007,-0.005,0,,,,,0,1,0,1,19h30m42.74s,292.678083,+46d43m36.2s,46.726715,799.59,9.98,-9.98,0,799.59,9.98,-9.98,0,13.147,,0,Kepler-band,13.099,,0,6175,100,-100,0,,,,,1.47,0.26,-0.26,0,10/05/2016,Kepler
Kepler-343 b,Transit,0,2,8.96855,0.000058,-0.000058,0,0.088,,,0,,,,,,,,,,,,,,0.215,0.045,-0.045,0,,,,,0,1,0,1,19h27m50.56s,291.960684,+42d25m58.8s,42.433006,952.34,19.68,-19.68,0,952.34,19.68,-19.68,0,14.128,,0,Kepler-band,14.11,,0,5807,100,-100,0,,,,,1.43,0.26,-0.26,0,14/05/2014,Kepler
Kepler-343 c,Transit,0,2,23.22182,0.000234,-0.000234,0,0.167,,,0,,,,,,,,,,,,,,0.18,0.034,-0.034,0,,,,,0,1,0,1,19h27m50.56s,291.960684,+42d25m58.8s,42.433006,952.34,19.68,-19.68,0,952.34,19.68,-19.68,0,14.128,,0,Kepler-band,14.11,,0,5807,100,-100,0,,,,,1.43,0.26,-0.26,0,14/05/2014,Kepler
Kepler-344 b,Transit,0,2,21.963945,0.000108,-0.000108,0,0.153,,,0,,,,,,,,,,,,,,0.233,0.109,-0.109,0,,,,,0,1,0,1,19h29m59.91s,292.499645,+46d19m27.9s,46.324406,1032.08,31.23,-31.23,0,1032.08,31.23,-31.23,0,15.378,,0,Kepler-band,15.303,,0,5774,200,-200,0,,,,,0.98,0.45,-0.45,0,14/05/2014,Kepler
Kepler-344 c,Transit,0,2,125.596809,0.001728,-0.001728,0,0.488,,,0,,,,,,,,,,,,,,0.263,0.123,-0.123,0,,,,,0,1,0,1,19h29m59.91s,292.499645,+46d19m27.9s,46.324406,1032.08,31.23,-31.23,0,1032.08,31.23,-31.23,0,15.378,,0,Kepler-band,15.303,,0,5774,200,-200,0,,,,,0.98,0.45,-0.45,0,14/05/2014,Kepler
Kepler-345 b,Transit,0,2,7.415563,0.000054,-0.000054,0,0.066,,,0,,,,,,,,,,,,,,0.066,0.005,-0.005,0,,,,,0,1,0,1,19h40m54.91s,295.228802,+45d58m15.7s,45.97102,362.46,17.12,-17.12,0,362.46,17.12,-17.12,0,14.028,,0,Kepler-band,14.034,,0,4504,100,-100,0,,,,,0.62,0.03,-0.03,0,14/05/2014,Kepler
Kepler-345 c,Transit,0,2,9.387427,0.000028,-0.000028,0,0.077,,,0,,,,,,,,,,,,,,0.107,0.006,-0.006,0,,,,,0,1,0,1,19h40m54.91s,295.228802,+45d58m15.7s,45.97102,362.46,17.12,-17.12,0,362.46,17.12,-17.12,0,14.028,,0,Kepler-band,14.034,,0,4504,100,-100,0,,,,,0.62,0.03,-0.03,0,14/05/2014,Kepler
Kepler-346 b,Transit,0,2,6.511127,0.000017,-0.000017,0,0.071,,,0,,,,,,,,,,,,,,0.237,0.111,-0.111,0,,,,,0,1,0,1,19h12m02.86s,288.011911,+46d07m03.4s,46.117607,1012.42,27.39,-27.39,0,1012.42,27.39,-27.39,0,15.214,,0,Kepler-band,15.155,,0,6033,200,-200,0,,,,,1.02,0.48,-0.48,0,14/05/2014,Kepler
Kepler-346 c,Transit,0,2,23.851549,0.000098,-0.000098,0,0.168,,,0,,,,,,,,,,,,,,0.274,0.13,-0.13,0,,,,,0,1,0,1,19h12m02.86s,288.011911,+46d07m03.4s,46.117607,1012.42,27.39,-27.39,0,1012.42,27.39,-27.39,0,15.214,,0,Kepler-band,15.155,,0,6033,200,-200,0,,,,,1.02,0.48,-0.48,0,14/05/2014,Kepler
Kepler-347 b,Transit,0,2,12.79836,0.000106,-0.000106,0,0.11,,,0,,,,,,,,,,,,,,0.176,0.084,-0.084,0,,,,,0,1,0,1,19h16m47.90s,289.199596,+49d18m20.6s,49.305717,1349.45,30.27,-30.27,0,1349.45,30.27,-30.27,0,14.513,,0,Kepler-band,14.489,,0,6088,200,-200,0,,,,,1,0.46,-0.46,0,14/05/2014,Kepler
Kepler-347 c,Transit,0,2,27.320871,0.000457,-0.000457,0,0.183,,,0,,,,,,,,,,,,,,0.156,0.075,-0.075,0,,,,,0,1,0,1,19h16m47.90s,289.199596,+49d18m20.6s,49.305717,1349.45,30.27,-30.27,0,1349.45,30.27,-30.27,0,14.513,,0,Kepler-band,14.489,,0,6088,200,-200,0,,,,,1,0.46,-0.46,0,14/05/2014,Kepler
Kepler-348 b,Transit,0,2,7.05677,0.000031,-0.000031,0,0.076,,,0,,,,,,,,,,,,,,0.136,0.026,-0.026,0,,,,,0,1,0,1,19h49m01.21s,297.25505,+40d32m54.1s,40.548373,580.2,8.13,-8.13,0,580.2,8.13,-8.13,0,12.556,,0,Kepler-band,12.588,,0,6177,100,-100,0,,,,,1.36,0.25,-0.25,0,14/05/2014,Kepler
Kepler-348 c,Transit,0,2,17.265427,0.000179,-0.000179,0,0.138,,,0,,,,,,,,,,,,,,0.119,0.022,-0.022,0,,,,,0,1,0,1,19h49m01.21s,297.25505,+40d32m54.1s,40.548373,580.2,8.13,-8.13,0,580.2,8.13,-8.13,0,12.556,,0,Kepler-band,12.588,,0,6177,100,-100,0,,,,,1.36,0.25,-0.25,0,14/05/2014,Kepler
Kepler-349 b,Transit,0,2,5.929778,0.00002,-0.00002,0,0.065,,,0,,,,,,,,,,,,,,0.17,0.064,-0.064,0,,,,,0,1,0,1,19h34m42.36s,293.67648,+44d36m56.1s,44.615578,966.63,19.68,-19.68,0,966.63,19.68,-19.68,0,14.746,,0,Kepler-band,14.721,,0,5956,200,-200,0,,,,,0.93,0.35,-0.35,0,14/05/2014,Kepler
Kepler-349 c,Transit,0,2,12.247629,0.000063,-0.000063,0,0.105,,,0,,,,,,,,,,,,,,0.175,0.066,-0.066,0,,,,,0,1,0,1,19h34m42.36s,293.67648,+44d36m56.1s,44.615578,966.63,19.68,-19.68,0,966.63,19.68,-19.68,0,14.746,,0,Kepler-band,14.721,,0,5956,200,-200,0,,,,,0.93,0.35,-0.35,0,14/05/2014,Kepler
Kepler-35 b,Transit,0,1,131.458,0.077,-0.105,0,0.60347,0.00101,-0.00103,0,0.042,0.007,-0.004,0,90.76,0.12,-0.09,0,0.127,0.02,-0.02,0,Mass,0.728,0.014,-0.014,0,0.41,0.07,-0.069,0,1,1,0,0,19h37m59.27s,294.496978,+46d41m23.1s,46.689762,1645,43,-43,0,1917.46,123.5,-123.5,0,15.726,,0,Kepler-band,15.735,,0,5606,150,-150,0,0.89,0.01,-0.01,0,1.03,0,0,0,14/05/2014,Kepler
Kepler-350 b,Transit,0,3,11.189562,0.000119,-0.000119,0,0.104,,,0,,,,,,,,,,,,,,0.165,0.034,-0.034,0,,,,,0,1,0,1,19h01m40.71s,285.419606,+39d42m22.0s,39.706107,983.79,20.78,-20.78,0,983.79,20.78,-20.78,0,13.781,,0,Kepler-band,13.761,,0,6186,100,-100,0,,,,,1.53,0.31,-0.31,0,14/05/2014,Kepler
Kepler-350 c,Transit,0,3,17.849,,,0,,,,,,,,,,,,,0.019,0.01,-0.01,0,Mass,0.277,0.127,-0.054,0,,,,,1,1,0,1,19h01m40.71s,285.419606,+39d42m22.0s,39.706107,983.79,20.78,-20.78,0,983.79,20.78,-20.78,0,13.781,,0,Kepler-band,13.761,,0,6186,100,-100,0,,,,,1.53,0.31,-0.31,0,14/05/2014,Kepler
Kepler-350 d,Transit,0,3,26.136,,,0,,,,,,,,,,,,,0.047,0.017,-0.015,0,Mass,0.25,0.114,-0.048,0,,,,,1,1,0,1,19h01m40.71s,285.419606,+39d42m22.0s,39.706107,983.79,20.78,-20.78,0,983.79,20.78,-20.78,0,13.781,,0,Kepler-band,13.761,,0,6186,100,-100,0,,,,,1.53,0.31,-0.31,0,14/05/2014,Kepler
Kepler-351 b,Transit,0,3,37.054919,0.000484,-0.000484,0,0.214,,,0,,,,,,,,,,,,,,0.273,0.138,-0.138,0,,,,,0,1,0,1,19h05m48.65s,286.452706,+42d39m28.4s,42.657879,1117.85,44.27,-44.27,0,1117.85,44.27,-44.27,0,15.99,,0,Kepler-band,15.966,,0,5643,200,-200,0,,,,,0.85,0.41,-0.41,0,14/05/2014,Kepler
Kepler-351 c,Transit,0,3,57.24809,0.000599,-0.000599,0,0.287,,,0,,,,,,,,,,,,,,0.285,0.138,-0.138,0,,,,,0,1,0,1,19h05m48.65s,286.452706,+42d39m28.4s,42.657879,1117.85,44.27,-44.27,0,1117.85,44.27,-44.27,0,15.99,,0,Kepler-band,15.966,,0,5643,200,-200,0,,,,,0.85,0.41,-0.41,0,14/05/2014,Kepler
Kepler-351 d,Transit,0,3,142.544247,0.002303,-0.002303,0,,,,,,,,,,,,,,,,,,0.243,0.017,-0.027,0,,,,,0,1,0,1,19h05m48.65s,286.452706,+42d39m28.4s,42.657879,1117.85,44.27,-44.27,0,1117.85,44.27,-44.27,0,15.99,,0,Kepler-band,15.966,,0,5643,200,-200,0,,,,,0.85,0.41,-0.41,0,10/05/2016,Kepler
Kepler-352 b,Transit,0,2,10.05537,0.000194,-0.000194,0,0.085,,,0,,,,,,,,,,,,,,0.077,0.007,-0.007,0,,,,,0,1,0,1,19h59m35.17s,299.896521,+46d03m07.1s,46.051975,254.59,1.4,-1.4,0,254.59,1.4,-1.4,0,12.957,,0,Kepler-band,12.956,,0,5212,100,-100,0,,,,,0.78,0.05,-0.05,0,14/05/2014,Kepler
Kepler-352 c,Transit,0,2,16.332995,0.000272,-0.000272,0,0.118,,,0,,,,,,,,,,,,,,0.111,0.009,-0.009,0,,,,,0,1,0,1,19h59m35.17s,299.896521,+46d03m07.1s,46.051975,254.59,1.4,-1.4,0,254.59,1.4,-1.4,0,12.957,,0,Kepler-band,12.956,,0,5212,100,-100,0,,,,,0.78,0.05,-0.05,0,14/05/2014,Kepler
Kepler-353 b,Transit,0,2,5.795278,0.000055,-0.000055,0,0.051,,,0,,,,,,,,,,,,,,0.079,0.005,-0.005,0,,,,,0,1,0,1,19h47m25.59s,296.856633,+41d45m29.4s,41.75818,388.92,5.02,-5.02,0,388.92,5.02,-5.02,0,15.773,,0,Kepler-band,15.725,,0,3903,100,-100,0,,,,,0.5,0.02,-0.02,0,14/05/2014,Kepler
Kepler-353 c,Transit,0,2,8.410894,0.000039,-0.000039,0,0.065,,,0,,,,,,,,,,,,,,0.123,0.006,-0.006,0,,,,,0,1,0,1,19h47m25.59s,296.856633,+41d45m29.4s,41.75818,388.92,5.02,-5.02,0,388.92,5.02,-5.02,0,15.773,,0,Kepler-band,15.725,,0,3903,100,-100,0,,,,,0.5,0.02,-0.02,0,14/05/2014,Kepler
Kepler-354 b,Transit,0,3,5.47666,0.000024,-0.000024,0,0.054,,,0,,,,,,,,,,,,,,0.164,0.052,-0.052,0,,,,,0,1,0,1,19h03m00.35s,285.751452,+41d20m08.3s,41.33564,562.96,8.08,-8.08,0,562.96,8.08,-8.08,0,15.549,,0,Kepler-band,15.556,,0,4648,200,-200,0,,,,,0.67,0.21,-0.21,0,14/05/2014,Kepler
Kepler-354 c,Transit,0,3,16.934402,0.000228,-0.000228,0,0.115,,,0,,,,,,,,,,,,,,0.117,0.037,-0.037,0,,,,,0,1,0,1,19h03m00.35s,285.751452,+41d20m08.3s,41.33564,562.96,8.08,-8.08,0,562.96,8.08,-8.08,0,15.549,,0,Kepler-band,15.556,,0,4648,200,-200,0,,,,,0.67,0.21,-0.21,0,14/05/2014,Kepler
Kepler-354 d,Transit,0,3,24.209842,0.000403,-0.000403,0,0.146,,,0,,,,,,,,,,,,,,0.111,0.036,-0.036,0,,,,,0,1,0,1,19h03m00.35s,285.751452,+41d20m08.3s,41.33564,562.96,8.08,-8.08,0,562.96,8.08,-8.08,0,15.549,,0,Kepler-band,15.556,,0,4648,200,-200,0,,,,,0.67,0.21,-0.21,0,14/05/2014,Kepler
Kepler-355 b,Transit,0,2,11.03189,0.000338,-0.000338,0,0.102,,,0,,,,,,,,,,,,,,0.13,0.059,-0.059,0,,,,,0,1,0,1,19h03m11.87s,285.799457,+42d48m42.4s,42.811783,1493.7,51.11,-51.11,0,1493.7,51.11,-51.11,0,15.087,,0,Kepler-band,15.066,,0,6184,250,-250,0,,,,,1.07,0.48,-0.48,0,14/05/2014,Kepler
Kepler-355 c,Transit,0,2,25.762294,0.000267,-0.000267,0,0.179,,,0,,,,,,,,,,,,,,0.242,0.109,-0.109,0,,,,,0,1,0,1,19h03m11.87s,285.799457,+42d48m42.4s,42.811783,1493.7,51.11,-51.11,0,1493.7,51.11,-51.11,0,15.087,,0,Kepler-band,15.066,,0,6184,250,-250,0,,,,,1.07,0.48,-0.48,0,14/05/2014,Kepler
Kepler-356 b,Transit,0,2,4.612696,0.000021,-0.000021,0,0.057,,,0,,,,,,,,,,,,,,0.14,0.026,-0.026,0,,,,,0,1,0,1,19h29m41.06s,292.421077,+37d40m58.1s,37.682819,722.14,10.7,-10.7,0,722.14,10.7,-10.7,0,12.992,,0,Kepler-band,12.965,,0,6133,100,-100,0,,,,,1.33,0.24,-0.24,0,14/05/2014,Kepler
Kepler-356 c,Transit,0,2,13.121632,0.000088,-0.000088,0,0.115,,,0,,,,,,,,,,,,,,0.161,0.029,-0.029,0,,,,,0,1,0,1,19h29m41.06s,292.421077,+37d40m58.1s,37.682819,722.14,10.7,-10.7,0,722.14,10.7,-10.7,0,12.992,,0,Kepler-band,12.965,,0,6133,100,-100,0,,,,,1.33,0.24,-0.24,0,14/05/2014,Kepler
Kepler-357 b,Transit,0,3,6.475434,0.000034,-0.000034,0,0.063,,,0,,,,,,,,,,,,,,0.164,0.096,-0.096,0,,,,,0,1,0,1,19h24m58.34s,291.243104,+44d00m31.4s,44.00872,702.21,14.68,-14.68,0,702.21,14.68,-14.68,0,15.565,,0,Kepler-band,15.522,,0,5036,200,-200,0,,,,,0.83,0.49,-0.49,0,14/05/2014,Kepler
