kepid,kepoi_name,kepler_name,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_model_snr,koi_smet,koi_smet_err1,koi_smet_err2
7598128,K00681.01,,0,,,0.815,0.001,-0.001,0.2716,,,36.012,0.208,-0.208,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.31,0.2931,q1_q17_dr25_koi,1282.3,-0.22,0.3,-0.25
11858979,K04062.01,,0,,,1.259,6.753,-0.16,0.0411,,,4.31,2.1,-2.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3058,0.3071,q1_q17_dr25_koi,37.7,-0.32,0.3,-0.3
5900390,K04063.01,,0,,,0.522,0.006,-0.511,0.0188,,,1.852,0.52,-0.52,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2918,0.2025,q1_q17_dr25_koi,31,0.07,0.2,-0.75
5444334,K04064.01,,0,,,0.571,0.025,-0.476,0.0158,,,1.749,0.519,-0.519,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2396,0.4415,q1_q17_dr25_koi,30.8,-0.08,0.3,-0.3
10139620,K04065.01,,0,,,0.3052,0.1404,-0.3051,1.0466,,,225.5,43.7,-43.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2962,0.3431,q1_q16_koi,15.6,0,0.2,-0.3
8686373,K04066.01,,0,,,0.965,0.006,-0.675,0.5548,,,40.4,20.1,-20.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3168,0.2958,q1_q17_dr25_koi,24.8,0.1,0.25,-0.3
5386264,K04135.01,,0,,,0.321,,,0.0917,,,23.697784,,,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1392,0.5856,q1_q17_dr25_koi,4.8,-0.46,0.3,-0.3
3867615,K02289.02,Kepler-379 b,0,,,0.02,0.414,-0.02,0.1495,,,29.82,2.3,-2.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2844,0.3661,q1_q17_dr25_koi,20.9,0.06,0.15,-0.15
3218844,K07646.01,,0,,,0.033,0.408,-0.033,0.3862,,,265,112,-112,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2868,0.3588,q1_q17_dr25_koi,8,-0.04,0.25,-0.3
7256914,K04136.01,,0,,,0.895,0.024,-0.613,0.0348,,,2.19,1.1,-1.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2286,0.4641,q1_q17_dr25_koi,15.2,0.16,0.15,-0.15
7256914,K04136.02,,0,,,0.855,0.077,-0.576,0.049,,,2.95,1.4,-1.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2286,0.4641,q1_q17_dr25_koi,15.5,0.16,0.15,-0.15
3542222,K04137.01,,0,,,1.321,0.801,-0.077,0.0117,,,1.457,0.616,-0.616,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2979,0.3238,q1_q17_dr25_koi,81.7,-0.66,0.3,-0.3
6871071,K02220.04,,0,,,0.216,0.227,-0.216,0.0767,,,15.99,2.9,-2.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2638,0.4046,q1_q17_dr25_koi,13.2,0.14,0.15,-0.15
5530112,K04067.01,,0,,,0.118,0.319,-0.118,0.0943,,,37.64,9.2,-9.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3103,0.2947,q1_q17_dr25_koi,18.1,-0.06,0.25,-0.3
6226908,K04068.01,Kepler-1546 b,0,,,0.87,0.038,-0.593,0.1366,,,18.58,9.1,-9.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2327,0.4526,q1_q17_dr25_koi,23.7,-0.02,0.25,-0.3
5906694,K04069.01,,0,,,0.128,0.324,-0.128,0.0938,,,31.11,1.7,-1.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.0775,0.666,q1_q17_dr25_koi,21.4,-0.22,0.3,-0.3
10186945,K04070.01,,0,,,0.4,0.056,-0.4,0.0159,,,6.88,1.5,-1.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1451,0.582,q1_q17_dr25_koi,23.7,0.21,0.2,-0.3
4636565,K04138.01,,0,,,0.567,0.367,-0.336,0.0396,,,3.173,0.876,-0.876,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2472,0.4288,q1_q17_dr25_koi,33.8,-0.18,0.35,-0.2
9956082,K04139.01,Kepler-1557 b,0,,,0.277,0.17,-0.277,0.049,,,11.63,2.5,-2.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.302,0.319,q1_q17_dr25_koi,15.6,-0.08,0.25,-0.3
3241647,K07650.01,,0,,,0.418,0.044,-0.418,0.0173,,,3.018,0.928,-0.928,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2193,0.4785,q1_q17_dr25_koi,9.1,0.34,0.1,-0.3
7761585,K04140.01,,0,,,0.1543,0.3629,-0.1542,0.6899,,,202,87.9,-87.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2917,0.3445,q1_q16_koi,6.4,-0.12,0.2,-0.3
3241248,K04141.01,,0,,,1.227,0.441,-0.222,0.0234,,,1.485,0.524,-0.524,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1713,0.5474,q1_q17_dr25_koi,105.2,-0.12,0.25,-0.3
9716302,K04142.01,,0,,,0.474,0.003,-0.465,0.0222,,,2.4,0.988,-0.988,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2043,0.4966,q1_q17_dr25_koi,18.2,-0.08,0.3,-0.3
2708286,K04071.01,,0,,,1.035,1.083,-0.057,0.0281,,,1.147,0.54,-0.54,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2787,0.3728,q1_q17_dr25_koi,18.7,-0.32,0.15,-0.1
6755944,K04072.01,Kepler-1547 b,0,,,0.938,0.005,-0.657,0.0165,,,1.977,0.972,-0.972,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2949,0.3354,q1_q17_dr25_koi,20.9,-0.26,0.35,-0.25
10419797,K04073.01,,,,,,,,,,,,,,,,,,,q1_q17_dr25_koi,,,,
6515335,K04074.01,,0,,,1.2682,0.4287,-0.2705,0.6297,,,12.72,2.7,-2.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2773,0.3753,q1_q16_koi,19.9,-0.14,0.24,-0.28
7777471,K04075.01,,0,,,0.715,0.024,-0.536,0.0178,,,1.652,0.562,-0.562,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2916,0.3447,q1_q17_dr25_koi,23.4,-0.24,0.3,-0.3
10294509,K04143.01,,0,,,0.514,0.425,-0.301,0.0276,,,4.72,2.3,-2.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2175,0.4767,q1_q17_dr25_koi,18.9,-0.26,0.3,-0.3
3112129,K04144.01,,0,,,0.037,0.429,-0.037,0.0122,,,3.757,0.263,-0.263,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2889,0.3511,q1_q17_dr25_koi,25.1,-0.08,0.15,-0.2
3003019,K07642.01,,0,,,0.693,0.369,-0.692,0.0127,,,1.237,0.38,-0.38,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2868,0.3588,q1_q17_dr25_koi,41.1,0.04,0.25,-0.3
9334893,K02298.02,Kepler-1178 b,0,,,0.476,0.498,-0.275,0.1596,,,54.5,17.4,-17.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2745,0.4228,q1_q17_dr25_koi,10.9,-1.42,0.3,-0.3
3103212,K04145.01,,0,,,0.665,0.297,-0.439,0.0426,,,3.6,1.3,-1.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2602,0.4096,q1_q17_dr25_koi,18.3,0.08,0.15,-0.15
10000941,K04146.01,Kepler-1558 b,0,,,0.309,0.167,-0.309,0.0419,,,13.22,3.1,-3.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1496,0.5746,q1_q17_dr25_koi,18.4,0.08,0.25,-0.25
9455677,K04076.01,Kepler-1548 b,0,,,0.096,0.362,-0.096,0.4679,,,149.9,15.9,-15.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.186,0.5256,q1_q17_dr25_koi,17.1,0.18,0.15,-0.1
6871071,K02220.05,,0,,,0.3789,0.0692,-0.3787,0.0984,,,26.8,11.8,-11.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2937,0.3384,q1_q16_koi,11.7,-0.44,0.3,-0.28
7690855,K04077.01,,0,,,1.226,0.106,-0.087,0.0136,,,1.293,0.275,-0.275,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1496,0.5738,q1_q17_dr25_koi,246,-0.54,0.3,-0.3
5649837,K04078.01,,0,,,1.224,0.393,-0.188,0.0136,,,1.28,0.518,-0.518,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2979,0.3238,q1_q17_dr25_koi,72.2,-0.42,0.3,-0.3
10141938,K04079.01,,0,,,1.7475,0.2414,-0.5434,0.9173,,,30.1,13.3,-13.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2647,0.4008,q1_q16_koi,10,-0.48,0.36,-0.28
8029197,K04147.01,,0,,,0.45,0.021,-0.45,0.0306,,,4.91,1.4,-1.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2993,0.3218,q1_q17_dr25_koi,21.5,-0.76,0.35,-0.2
12257886,K04148.01,,0,,,0.577,0.405,-0.358,0.0375,,,2.66,0.755,-0.755,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3032,0.3147,q1_q17_dr25_koi,26.9,-0.24,0.3,-0.3
10875007,K04149.01,,0,,,0.879,0.05,-0.593,0.0952,,,7.3,3.4,-3.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3016,0.3403,q1_q17_dr25_koi,17.4,0.26,0.15,-0.3
10875007,K04149.02,,0,,,0.96,0.002,-0.659,0.127,,,6.83,3.4,-3.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3016,0.3403,q1_q17_dr25_koi,12.8,0.26,0.15,-0.3
11465651,K04150.01,,0,,,0.706,0.002,-0.525,0.2054,,,28.8,11.1,-11.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3103,0.2947,q1_q17_dr25_koi,16.7,-0.06,0.25,-0.3
5036480,K04080.01,,0,,,0.337,0.136,-0.337,0.0202,,,3.99,1.1,-1.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2676,0.3928,q1_q17_dr25_koi,15.7,-0.06,0.3,-0.3
10275077,K04081.01,,0,,,0.0406,0.418,-0.0404,0.9628,,,142.2,28.5,-28.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1799,0.5348,q1_q16_koi,13.9,-0.08,0.28,-0.26
6592832,K04082.01,,0,,,0.401,0.096,-0.401,0.0185,,,2.615,0.975,-0.975,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3058,0.3071,q1_q17_dr25_koi,24.3,-0.3,0.3,-0.3
8524346,K04083.01,,0,,,0.982,0.13,-0.042,0.0523,,,2.016,0.939,-0.939,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2965,0.3342,q1_q17_dr25_koi,33.8,-0.32,0.3,-0.3
3937814,K04084.01,Kepler-1549 b,0,,,0.023,0.438,-0.023,0.6687,,,175.5,21,-21,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.186,0.5256,q1_q17_dr25_koi,16.1,0.16,0.15,-0.15
5551228,K04154.02,,0,,,0.974,0.063,-0.682,0.4782,,,21.1,10.5,-10.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2622,0.4035,q1_q17_dr25_koi,19.9,-0.04,0.25,-0.3
5471271,K04155.01,,0,,,0.056,,,0.1097,,,14.568675,,,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3029,0.3239,q1_q17_dr25_koi,11,0,0.25,-0.3
5881120,K04156.01,,0,,,0.985,0.027,-0.69,0.0571,,,1.769,0.88,-0.88,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2889,0.3511,q1_q17_dr25_koi,15.8,-0.06,0.25,-0.3
3248696,K07651.01,,0,,,0.025,0.434,-0.025,0.959,,,273.2,46,-46,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2665,0.398,q1_q17_dr25_koi,14.1,-0.5,0.3,-0.3
4548098,K04157.01,,0,,,0.064,0.391,-0.064,0.0511,,,12.3,4.7,-4.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3022,0.3344,q1_q17_dr25_koi,8.9,0.21,0.15,-0.15
5306383,K04158.01,,0,,,0.266,0.199,-0.266,0.0171,,,4.17,1.8,-1.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2676,0.3928,q1_q17_dr25_koi,8.8,-0.06,0.3,-0.3
5446285,K00142.02,,,,,,,,,,,,,,,,,,,q1_q16_koi,,,,
7021681,K00255.02,,0,,,0.777,0.178,-0.562,0.0903,,,26.1,12.3,-12.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3037,0.4224,q1_q17_dr25_koi,9.4,-0.02,0.15,-0.15
5041847,K04085.01,,0,,,1.271,0.637,-0.13,0.018,,,1.704,0.789,-0.789,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2676,0.3928,q1_q17_dr25_koi,189,-0.1,0.3,-0.3
3836558,K04086.01,,0,,,0.723,0.259,-0.499,0.0237,,,4.73,2.3,-2.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2865,0.3556,q1_q17_dr25_koi,7,-0.52,0.3,-0.3
4770617,K02243.02,Kepler-1154 c,0,,,0.697,0.018,-0.522,0.0875,,,15.95,6,-6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3061,0.3279,q1_q17_dr25_koi,18.3,0.16,0.15,-0.15
6106282,K04087.01,Kepler-440 b,0,,,0.046,0.404,-0.046,0.3548,,,98.64,4.8,-4.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1171,0.6215,q1_q17_dr25_koi,24.1,-0.3,0.15,-0.15
4946584,K04088.01,,0,,,1.356,4.01,-0.162,0.0191,,,1.731,0.859,-0.859,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.311,0.2914,q1_q17_dr25_koi,53.7,-0.18,0.25,-0.3
6463499,K04163.01,,0,,,0.977,6.601,-0.059,0.4316,,,30.4,13.3,-13.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2819,0.3658,q1_q17_dr25_koi,20,-0.36,0.35,-0.25
8254882,K04164.01,,0,,,0.042,0.419,-0.042,0.0203,,,4.81,1,-1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2845,0.3747,q1_q17_dr25_koi,11.2,0.28,0.15,-0.3
6042031,K04165.01,,0,,,1.106,0.583,0,0.0141,,,1.162,0.479,-0.479,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2477,0.4298,q1_q17_dr25_koi,41.1,-0.1,0.3,-0.3
4078311,K04166.01,,0,,,0.234,0.227,-0.234,0.0918,,,46.73,9.4,-9.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2111,0.4955,q1_q17_dr25_koi,16.8,0.48,0.05,-0.3
5475735,K04167.01,,0,,,0.71,0.21,-0.48,0.0378,,,3.83,1.5,-1.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2175,0.4767,q1_q17_dr25_koi,18.2,-0.28,0.35,-0.3
11709124,K00435.05,Kepler-154 c,0,,,0.712,0.17,-0.475,0.2965,,,47.1,17.9,-17.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2676,0.3928,q1_q17_dr25_koi,45,-0.12,0.15,-0.15
9022166,K02175.02,Kepler-368 c,0,,,0.791,0.126,-0.547,0.355,,,43,19.2,-19.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2329,0.4554,q1_q17_dr25_koi,29.5,0.1,0.15,-0.15
10075409,K04019.01,,0,,,0.3698,0.0711,-0.3696,0.9229,,,174.3,77.5,-77.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1683,0.547,q1_q16_koi,12.2,-0.08,0.3,-0.28
7038096,K04020.01,,0,,,0.822,0.487,-0.165,0.0142,,,1.81,0.429,-0.429,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3022,0.3344,q1_q17_dr25_koi,52.6,0.21,0.2,-0.35
3345973,K07652.01,,0,,,0.591,0.393,-0.391,0.1414,,,19.5,7.9,-7.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3218,0.2736,q1_q17_dr25_koi,13,0.04,0.15,-0.15
11967788,K04021.01,,0,,,0.326,0.136,-0.326,0.0783,,,15.84,6.4,-6.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.311,0.2938,q1_q17_dr25_koi,14,-0.06,0.15,-0.15
11972872,K04089.01,,0,,,0.94,0.008,-0.009,0.0116,,,1.2442,0.00713,-0.00713,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1611,0.5575,q1_q17_dr25_koi,286.2,-0.12,0.3,-0.3
9899233,K04090.01,,0,,,0.746,0.22,-0.5,0.0243,,,1.756,0.759,-0.759,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2868,0.3588,q1_q17_dr25_koi,25.5,-0.04,0.25,-0.35
3103227,K04091.01,Kepler-1550 b,0,,,0.066,0.381,-0.066,0.7681,,,157.86,8.9,-8.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2845,0.3747,q1_q17_dr25_koi,18.6,0.3,0.1,-0.15
4850961,K04092.01,Kepler-1551 b,0,,,0.817,0.021,-0.568,0.1772,,,21.2,10.3,-10.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3138,0.2998,q1_q17_dr25_koi,19.5,0.07,0.2,-0.35
3102309,K07643.01,,0,,,0.937,0.044,-0.663,0.0479,,,2.39,1.2,-1.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2434,0.4341,q1_q17_dr25_koi,8.8,-0.2,0.3,-0.3
8521059,K04093.01,,0,,,1.225,0.763,-0.168,0.0135,,,1.291,0.629,-0.629,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3124,0.2859,q1_q17_dr25_koi,38.3,-0.32,0.25,-0.3
5217574,K04151.01,,0,,,0.65,0.325,-0.42,0.0179,,,2.151,0.884,-0.884,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2676,0.3928,q1_q17_dr25_koi,16.1,-0.12,0.3,-0.3
7199060,K04152.01,,0,,,0.968,0.01,-0.681,0.3686,,,19.81,9.9,-9.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3269,0.2559,q1_q17_dr25_koi,18.6,-0.08,0.25,-0.3
8439323,K04153.01,,0,,,0.739,0.231,-0.513,0.0516,,,38.6,18,-18,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2865,0.3556,q1_q17_dr25_koi,14.7,-0.5,0.3,-0.3
4458082,K02303.02,,0,,,0.888,0.096,-0.667,0.0928,,,12.89,6.3,-6.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3272,0.2758,q1_q17_dr25_koi,9.7,0.07,0.25,-0.35
3230095,K07647.01,,0,,,0.856,0.101,-0.655,0.0684,,,10.86,5.3,-5.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2434,0.4341,q1_q17_dr25_koi,9.4,-0.24,0.3,-0.3
5551228,K04154.01,,0,,,1.9265,0.0466,-0.6428,0.9969,,,58.3,28.9,-28.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2641,0.4006,q1_q16_koi,10.9,-0.04,0.25,-0.26
11967788,K04021.02,,0,,,0.034,0.429,-0.034,0.0606,,,12.07,1.8,-1.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.311,0.2938,q1_q17_dr25_koi,7.5,-0.06,0.15,-0.15
7733731,K04022.01,,0,,,0.086,0.35,-0.086,0.0595,,,6.984,0.267,-0.267,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2946,0.3268,q1_q17_dr25_koi,25.2,-0.4,0.35,-0.25
6862332,K04023.01,,0,,,0.79,0.032,-0.559,0.4772,,,76.8,33.1,-33.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2602,0.4096,q1_q17_dr25_koi,31.1,0.07,0.25,-0.3
10714072,K04024.01,Kepler-1541 b,0,,,0.015,0.449,-0.015,0.0781,,,34.8,10.5,-10.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2074,0.4926,q1_q17_dr25_koi,6.8,-0.06,0.3,-0.25
3110177,K07644.01,,0,,,0.596,0.371,-0.394,0.0423,,,7.26,3.5,-3.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2787,0.3728,q1_q17_dr25_koi,8.1,-0.26,0.3,-0.3
10992011,K04025.01,,0,,,0.224,0.219,-0.224,0.0177,,,3.991,0.585,-0.585,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.153,0.5684,q1_q17_dr25_koi,25.3,0.04,0.25,-0.3
8128247,K04094.01,,0,,,0.094,0.371,-0.094,0.0521,,,6.15,1.5,-1.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,-0.0576,0.8667,q1_q17_dr25_koi,8.9,-0.16,0.2,-0.2
6276994,K04095.01,,0,,,0.532,0.425,-0.317,0.0216,,,2.9,1,-1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.302,0.319,q1_q17_dr25_koi,15.5,-0.14,0.25,-0.3
9674564,K04096.01,,0,,,0.08,,,0.0694,,,14.972746,,,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2622,0.4035,q1_q17_dr25_koi,3.4,-0.02,0.25,-0.3
5942808,K02250.02,,0,,,0.553,0.039,-0.467,0.0133,,,3.547,0.988,-0.988,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1451,0.582,q1_q17_dr25_koi,31,0.2,0.2,-0.3
3232249,K07648.01,,0,,,0.403,0.057,-0.403,0.0203,,,6.6,2,-2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1054,0.6323,q1_q17_dr25_koi,10,0.12,0.25,-0.3
5688683,K04097.01,,0,,,0.787,0.12,-0.557,0.0334,,,19.89,9.4,-9.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.101,0.6443,q1_q17_dr25_koi,20.2,-0.18,0.3,-0.3
6607644,K04159.01,Kepler-1559 b,0,,,0.592,0.372,-0.371,0.018,,,3.86,1.8,-1.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1914,0.5167,q1_q17_dr25_koi,16.7,0.12,0.15,-0.15
7610663,K04160.01,Kepler-1560 b,0,,,0.287,0.163,-0.287,0.0397,,,13.01,4.7,-4.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2676,0.3928,q1_q17_dr25_koi,15.8,-0.14,0.3,-0.3
5565707,K04161.01,,0,,,0.394,0.107,-0.394,0.0307,,,9.51,4.5,-4.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3154,0.2718,q1_q17_dr25_koi,6.4,-0.5,0.4,-0.3
1293031,K04162.01,,0,,,0.988,0.046,-0.012,0.0165,,,1.0119,0.0988,-0.0988,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3044,0.3135,q1_q17_dr25_koi,57.6,-0.1,0.35,-0.3
2859299,K07640.01,,0,,,0.036,0.42,-0.036,0.0148,,,6.238,0.791,-0.791,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.302,0.319,q1_q17_dr25_koi,40.3,-0.1,0.25,-0.3
7449554,K02357.02,,0,,,0.876,0.048,-0.594,0.1246,,,30.7,15.1,-15.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2286,0.4641,q1_q17_dr25_koi,13.3,0.16,0.15,-0.15
4067110,K04026.01,,0,,,1.192,0.068,-0.168,0.022,,,1.217,0.209,-0.209,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3217,0.2866,q1_q17_dr25_koi,78,0.07,0.25,-0.25
8694309,K04027.01,,0,,,0.544,0.035,-0.472,0.0165,,,2.554,0.801,-0.801,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2472,0.4288,q1_q17_dr25_koi,30.6,-0.18,0.35,-0.2
8282651,K02193.02,,0,,,0.4265,0.2688,-0.3156,0.0436,,,43.4,20.8,-20.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1288,0.6019,q1_q16_koi,12,-0.22,0.32,-0.32
7818447,K04028.01,,0,,,1.282,0.164,-0.098,0.0065,,,1.603,0.413,-0.413,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.366,0.3573,q1_q17_dr25_koi,259.3,0,0,0
11569475,K04029.01,,0,,,1.07,0.246,-0.063,0.0357,,,1.127,0.421,-0.421,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3336,0.2633,q1_q17_dr25_koi,78.4,0.07,0.2,-0.55
5688683,K04097.02,,0,,,0.034,0.426,-0.034,0.0456,,,25,11.8,-11.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.101,0.6443,q1_q17_dr25_koi,10.4,-0.18,0.3,-0.3
8222627,K04098.01,,0,,,0.464,0,-0.464,0.0222,,,7.47,2.3,-2.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1653,0.5567,q1_q17_dr25_koi,13.6,0.04,0.25,-0.25
8951205,K04099.01,,0,,,0.458,0.012,-0.458,0.0525,,,19.98,5.2,-5.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2665,0.398,q1_q17_dr25_koi,17.4,-0.44,0.3,-0.3
5700900,K04100.01,,0,,,1.181,6.851,-0.311,1.0412,,,28.9,13.9,-13.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2868,0.3588,q1_q17_dr25_koi,23.2,-0.04,0.25,-0.3
7026477,K04101.01,,0,,,0.4314,0.0276,-0.4313,1.0726,,,207.7,94,-94,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3109,0.2761,q1_q16_koi,13,-0.34,0.24,-0.3
9402583,K04168.01,,0,,,0.267,0.188,-0.267,0.0118,,,1.517,0.158,-0.158,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1646,0.5508,q1_q17_dr25_koi,25.3,-0.16,0.3,-0.3
7838675,K04169.01,Kepler-1561 b,0,,,0.137,0.316,-0.137,0.0194,,,4.747,0.556,-0.556,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2676,0.3928,q1_q17_dr25_koi,15,-0.08,0.3,-0.3
8700537,K04170.01,,0,,,1.187,6.688,-0.058,0.2326,,,3.57,1.8,-1.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2979,0.3238,q1_q17_dr25_koi,21.2,-0.6,0.3,-0.3
10858785,K04171.01,,0,,,1.2,0.308,-0.179,0.019,,,1.268,0.553,-0.553,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2965,0.3342,q1_q17_dr25_koi,42.6,-0.26,0.25,-0.35
9640907,K04172.01,,0,,,0.291,,,0.0218,,,4.376379,,,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3024,0.3288,q1_q17_dr25_koi,1.8,0.07,0.25,-0.3
7515670,K02360.02,,,,,,,,,,,,,,,,,,,q1_q16_koi,,,,
9551430,K04030.01,,0,,,1.235,1.04,-0.021,0.0694,,,1.446,0.649,-0.649,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2665,0.398,q1_q17_dr25_koi,55.9,-0.64,0.3,-0.3
3228986,K04031.01,,0,,,0.86,0.07,-0.582,0.0169,,,1.549,0.743,-0.743,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3024,0.3288,q1_q17_dr25_koi,15.8,0.14,0.15,-0.2
