kepid,kepoi_name,kepler_name,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_model_snr,koi_smet,koi_smet_err1,koi_smet_err2
10797460,K00752.01,Kepler-227 b,0,,,0.146,0.318,-0.146,0.0853,,,24.81,2.6,-2.6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2291,0.4603,q1_q17_dr25_koi,35.8,0.14,0.15,-0.15
10797460,K00752.02,Kepler-227 c,0,,,0.586,0.059,-0.443,0.2734,,,77.9,28.4,-28.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2291,0.4603,q1_q17_dr25_koi,25.8,0.14,0.15,-0.15
10811496,K00753.01,,0,,,0.969,5.126,-0.077,0.1419,,,53.5,25.7,-25.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2711,0.3858,q1_q17_dr25_koi,76.3,-0.18,0.3,-0.3
10848459,K00754.01,,0,,,1.276,0.115,-0.092,0.0267,,,3.278,0.136,-0.136,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2865,0.3556,q1_q17_dr25_koi,505.6,-0.52,0.3,-0.3
10854555,K00755.01,Kepler-664 b,0,,,0.701,0.235,-0.478,0.0374,,,8.75,4,-4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2844,0.3661,q1_q17_dr25_koi,40.9,0.07,0.25,-0.3
10872983,K00756.01,Kepler-228 d,0,,,0.538,0.03,-0.428,0.0992,,,16.36,8.1,-8.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2889,0.3511,q1_q17_dr25_koi,66.5,-0.08,0.25,-0.3
10872983,K00756.02,Kepler-228 c,0,,,0.762,0.139,-0.532,0.0514,,,6.96,2.8,-2.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2889,0.3511,q1_q17_dr25_koi,40.2,-0.08,0.25,-0.3
10872983,K00756.03,Kepler-228 b,0,,,0.755,0.212,-0.523,0.0374,,,5.54,2.7,-2.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2889,0.3511,q1_q17_dr25_koi,15,-0.08,0.25,-0.3
6721123,K00114.01,,0,,,1.169,7.133,-0.044,0.082,,,2.4,1.2,-1.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.305,0.3201,q1_q17_dr25_koi,47.7,0,0.15,-0.15
10910878,K00757.01,Kepler-229 c,0,,,0.052,0.262,-0.052,0.1158,,,36.85,1.2,-1.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1451,0.582,q1_q17_dr25_koi,161.9,0.16,0.15,-0.15
11446443,K00001.01,Kepler-1 b,0,,,0.818,0.001,-0.001,0.0354,,,8.3977,0.0269,-0.0269,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2676,0.3928,q1_q17_dr25_koi,4304.3,-0.06,0.15,-0.15
10666592,K00002.01,Kepler-2 b,0,,,0.224,0.159,-0.216,0.0376,,,4.602,0.345,-0.345,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3168,0.2958,q1_q17_dr25_koi,5945.9,0.14,0.15,-0.15
6922244,K00010.01,Kepler-8 b,0,,,0.631,0.007,-0.007,0.0473,,,7.541,0.171,-0.171,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.305,0.3201,q1_q17_dr25_koi,1741.5,-0.04,0.15,-0.15
10984090,K00112.02,Kepler-466 c,0,,,0.051,0.395,-0.051,0.0465,,,10.888,0.398,-0.398,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2622,0.4035,q1_q17_dr25_koi,50.6,-0.04,0.15,-0.15
10419211,K00742.01,,0,,,2.483,2.851,-0.673,0.0978,,,20.75,9.4,-9.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2711,0.3858,q1_q17_dr25_koi,622.1,-0.2,0.25,-0.3
10464078,K00743.01,,0,,,0.804,0.007,-0.005,0.123,,,9.099,0.257,-0.257,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1908,0.5172,q1_q17_dr25_koi,214.7,-0.54,0.35,-0.3
10480982,K00744.01,,0,,,1.065,0.031,-0.034,0.1417,,,31.323,0.131,-0.131,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2916,0.3447,q1_q17_dr25_koi,2317,-0.22,0.25,-0.35
10485250,K00745.01,,0,,,0.292,0.118,-0.101,0.1147,,,14.05,1.5,-1.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2075,0.49,q1_q17_dr25_koi,303.4,-0.2,0.3,-0.3
10526549,K00746.01,Kepler-660 b,0,,,0.387,0.004,-0.386,0.0759,,,20.65,5.6,-5.6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1263,0.6019,q1_q17_dr25_koi,87.2,-0.3,0.3,-0.3
10583066,K00747.01,Kepler-661 b,0,,,0.258,0.196,-0.258,0.0585,,,29.31,4.1,-4.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.0628,0.6908,q1_q17_dr25_koi,65.4,0.21,0.2,-0.3
10583180,K00748.01,,0,,,0.044,0.36,-0.044,0.0349,,,5.827,0.162,-0.162,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1496,0.5746,q1_q17_dr25_koi,48.2,0.1,0.25,-0.3
10601284,K00749.01,Kepler-226 c,0,,,0.092,0.369,-0.092,0.0563,,,13.8015,0.0496,-0.0496,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.186,0.5256,q1_q17_dr25_koi,60.6,0.16,0.15,-0.15
10601284,K00749.02,Kepler-226 b,0,,,0.226,0.243,-0.226,0.046,,,11.51,2.4,-2.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.186,0.5256,q1_q17_dr25_koi,28.9,0.16,0.15,-0.15
10601284,K00749.03,Kepler-226 d,0,,,0.025,0.425,-0.025,0.0743,,,17.46,2.7,-2.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.186,0.5256,q1_q17_dr25_koi,14.1,0.16,0.15,-0.15
2306756,K00113.01,,0,,,0.9765,0.0497,-0.0268,1.0719,,,332,22.2,-22.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2251,0.4707,q1_q16_koi,994,0.44,0.101,-0.101
10662202,K00750.01,Kepler-662 b,0,,,0.896,0.01,-0.663,0.1408,,,24.6,11.6,-11.6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1451,0.582,q1_q17_dr25_koi,34.3,0.18,0.15,-0.15
10682541,K00751.01,Kepler-663 b,0,,,0.71,0.006,-0.533,0.0559,,,13.14,5.1,-5.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.186,0.5256,q1_q17_dr25_koi,28.2,0.18,0.2,-0.3
11460018,K00769.01,Kepler-671 b,0,,,0.424,0.112,-0.356,0.0503,,,10.64,3.9,-3.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2676,0.3928,q1_q17_dr25_koi,61.8,-0.14,0.3,-0.3
11463211,K00770.01,,0,,,0.86,0.042,-0.125,0.025,,,4.67,1.8,-1.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2711,0.3858,q1_q17_dr25_koi,181.1,-0.2,0.3,-0.3
11465813,K00771.01,,0,,,0.701,0.004,-0.005,1.5155,,,85.24,1.5,-1.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2111,0.4955,q1_q17_dr25_koi,642.7,0.48,0.05,-0.15
11493732,K00772.01,,0,,,1.248,6.912,-0.067,0.3137,,,29.1,14.4,-14.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3029,0.3239,q1_q17_dr25_koi,85.3,0,0.25,-0.3
11507101,K00773.01,Kepler-672 b,0,,,0.468,0.461,-0.267,0.2163,,,47.8,22.5,-22.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.224,0.4695,q1_q17_dr25_koi,34.7,0.16,0.15,-0.15
10910878,K00757.02,Kepler-229 d,0,,,0.045,0.337,-0.045,0.217,,,70.75,2.1,-2.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1451,0.582,q1_q17_dr25_koi,51.2,0.16,0.15,-0.15
10910878,K00757.03,Kepler-229 b,0,,,0.105,0.329,-0.105,0.0617,,,18.94,0.842,-0.842,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1451,0.582,q1_q17_dr25_koi,47.1,0.16,0.15,-0.15
10987985,K00758.01,Kepler-665 b,0,,,0.799,0.097,-0.551,0.1148,,,24.7,11.8,-11.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1496,0.5746,q1_q17_dr25_koi,33.2,0.1,0.25,-0.25
11018648,K00759.01,Kepler-230 b,0,,,0.021,0.402,-0.021,0.1889,,,53.95,1.5,-1.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2521,0.421,q1_q17_dr25_koi,80,-0.3,0.3,-0.3
11018648,K00759.02,Kepler-230 c,0,,,0.606,0.335,-0.4,0.3764,,,89.4,37.8,-37.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2521,0.421,q1_q17_dr25_koi,19.1,-0.3,0.3,-0.3
11138155,K00760.01,,0,,,0.831,0.016,-0.004,0.0565,,,12.386,0.466,-0.466,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2602,0.4096,q1_q17_dr25_koi,696.5,0.1,0.15,-0.15
11152159,K00761.01,,0,,,1.016,3.967,-0.059,0.0365,,,2.22,1.1,-1.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2327,0.4526,q1_q17_dr25_koi,48.3,-0.04,0.3,-0.3
11153539,K00762.01,Kepler-666 b,0,,,0.312,0.154,-0.312,0.0542,,,8.95,1.9,-1.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2889,0.3511,q1_q17_dr25_koi,29.5,-0.12,0.25,-0.35
11242721,K00763.01,,0,,,0.723,0.01,-0.02,0.1433,,,23.98,2.1,-2.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2889,0.3511,q1_q17_dr25_koi,513.4,-0.12,0.3,-0.3
9579641,K00115.01,Kepler-105 b,0,,,0.787,0.005,-0.565,0.0591,,,9.25,4.5,-4.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2676,0.3928,q1_q17_dr25_koi,166.7,-0.06,0.15,-0.15
11304958,K00764.01,Kepler-667 b,0,,,0.355,0.04,-0.355,0.2288,,,29.47,6.4,-6.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.224,0.4695,q1_q17_dr25_koi,141.1,0.22,0.2,-0.3
11391957,K00765.01,Kepler-668 b,0,,,0.023,0.423,-0.023,0.0768,,,29.18,1.7,-1.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2521,0.421,q1_q17_dr25_koi,43.4,-0.28,0.3,-0.3
11403044,K00766.01,Kepler-669 b,0,,,0.597,0.235,-0.367,0.0529,,,8.45,2.7,-2.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3024,0.3288,q1_q17_dr25_koi,128.6,0.1,0.2,-0.3
11414511,K00767.01,Kepler-670 b,0,,,0.105,0.264,-0.119,0.0383,,,9.571,0.595,-0.595,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2291,0.4603,q1_q17_dr25_koi,1406.8,0.14,0.15,-0.15
11442465,K00768.01,,0,,,0.812,0.006,-0.009,0.1881,,,13.12,0.516,-0.516,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1646,0.5508,q1_q17_dr25_koi,236.1,-0.24,0.3,-0.3
12110942,K00786.01,Kepler-680 b,0,,,0.151,0.304,-0.151,0.0469,,,10.71,1.2,-1.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2889,0.3511,q1_q17_dr25_koi,35.6,-0.06,0.3,-0.3
12366084,K00787.01,Kepler-232 b,0,,,0.405,0.041,-0.405,0.0529,,,10.19,3.7,-3.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2555,0.4191,q1_q17_dr25_koi,71.1,0.16,0.15,-0.15
12366084,K00787.02,Kepler-232 c,0,,,0.911,0.009,-0.656,0.0993,,,16.31,8.1,-8.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2555,0.4191,q1_q17_dr25_koi,37.9,0.16,0.15,-0.15
12404086,K00788.01,Kepler-681 b,0,,,0.602,0.25,-0.396,0.1635,,,47.7,20.7,-20.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1959,0.5086,q1_q17_dr25_koi,48.2,0.02,0.25,-0.3
8395660,K00116.01,Kepler-106 c,0,,,0.866,0.015,-0.621,0.1096,,,16.93,7.9,-7.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2676,0.3928,q1_q17_dr25_koi,88.4,-0.12,0.15,-0.15
9579641,K00115.02,Kepler-105 c,0,,,0.898,0.013,-0.699,0.0711,,,8.62,4.2,-4.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2676,0.3928,q1_q17_dr25_koi,47.1,-0.06,0.15,-0.15
11656840,K00774.01,,0,,,0.137,0.346,-0.224,0.0742,,,27.99,4.8,-4.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2965,0.3342,q1_q17_dr25_koi,835.6,-0.3,0.3,-0.3
11754553,K00775.01,Kepler-52 c,0,,,0.001,0.437,-0.001,0.1084,,,42.62,2.5,-2.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.0718,0.6834,q1_q17_dr25_koi,28.9,0.04,0.15,-0.15
11754553,K00775.02,Kepler-52 b,0,,,0.041,0.409,-0.041,0.0665,,,29.84,1.1,-1.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.0718,0.6834,q1_q17_dr25_koi,38.7,0.04,0.15,-0.15
11754553,K00775.03,Kepler-52 d,0,,,0.028,0.437,-0.028,0.1847,,,71.53,2.9,-2.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.0718,0.6834,q1_q17_dr25_koi,21.7,0.04,0.15,-0.15
11812062,K00776.01,Kepler-673 b,0,,,0.558,0.13,-0.149,0.0455,,,9.7,3.1,-3.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2396,0.4415,q1_q17_dr25_koi,345.2,-0.1,0.3,-0.3
11818800,K00777.01,,0,,,0.911,5.567,-0.118,0.2062,,,54.7,24.1,-24.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2665,0.398,q1_q17_dr25_koi,36.9,-0.54,0.35,-0.3
11853255,K00778.01,Kepler-674 b,0,,,0.915,0.009,-0.63,0.028,,,7.38,3.6,-3.6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1171,0.6215,q1_q17_dr25_koi,38.9,-0.32,0.15,-0.15
11909839,K00779.01,,0,,,0.324,0.061,-0.075,0.0855,,,13.012,0.955,-0.955,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2865,0.3556,q1_q17_dr25_koi,745.2,-0.54,0.3,-0.3
11918099,K00780.01,Kepler-675 b,0,,,0.28,0.189,-0.28,0.0325,,,8.86,1.3,-1.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1496,0.5746,q1_q17_dr25_koi,82.4,0.14,0.15,-0.15
11918099,K00780.02,,0,,,1.198,49.85,-0.258,0.0692,,,28.8,14.4,-14.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1496,0.5746,q1_q17_dr25_koi,13.7,0.14,0.15,-0.15
9579641,K00115.03,,0,,,0.624,0.037,-0.476,0.0437,,,6.65,3,-3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2676,0.3928,q1_q17_dr25_koi,8.7,-0.06,0.15,-0.15
11923270,K00781.01,Kepler-676 b,0,,,0.679,0.187,-0.47,0.0798,,,28.2,11.8,-11.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3872,0.3156,q1_q17_dr25_koi,71,0,0.15,-0.15
11960862,K00782.01,Kepler-677 b,0,,,0.39,0.065,-0.306,0.067,,,11.37,3,-3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2965,0.3342,q1_q17_dr25_koi,221.1,-0.32,0.3,-0.3
12020329,K00783.01,Kepler-678 b,0,,,0.547,0.052,-0.229,0.0732,,,6.66,2.9,-2.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.224,0.4695,q1_q17_dr25_koi,312.1,0.21,0.2,-0.3
12066335,K00784.01,Kepler-231 c,0,,,0.031,0.36,-0.031,0.1171,,,55.02,4.1,-4.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2589,0.4639,q1_q17_dr25_koi,37.1,-0.24,0.15,-0.15
12066335,K00784.02,Kepler-231 b,0,,,0.628,0.003,-0.478,0.076,,,45.9,22.7,-22.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2589,0.4639,q1_q17_dr25_koi,30.3,-0.24,0.15,-0.15
12070811,K00785.01,Kepler-679 b,0,,,0.883,0.033,-0.64,0.0983,,,13.07,6.3,-6.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2665,0.398,q1_q17_dr25_koi,35.8,-0.4,0.3,-0.3
8395660,K00116.02,Kepler-106 e,0,,,0.852,0.039,-0.585,0.2395,,,28.2,13.4,-13.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2676,0.3928,q1_q17_dr25_koi,83.7,-0.12,0.15,-0.15
3120431,K00798.01,,0,,,1.213,11.28,-0.141,0.0415,,,2.19,1.1,-1.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1959,0.5086,q1_q17_dr25_koi,39,-0.02,0.3,-0.3
3246984,K00799.01,,0,,,1.26,4.827,-0.043,0.026,,,2.38,1.2,-1.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2711,0.3858,q1_q17_dr25_koi,103.6,-0.18,0.3,-0.3
3342970,K00800.01,Kepler-234 b,0,,,0.023,0.405,-0.023,0.0401,,,7.088,0.285,-0.285,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3024,0.3288,q1_q17_dr25_koi,64.5,0.07,0.25,-0.3
3342970,K00800.02,Kepler-234 c,0,,,0.012,0.394,-0.012,0.077,,,14.003,0.696,-0.696,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3024,0.3288,q1_q17_dr25_koi,51.5,0.07,0.25,-0.3
12459725,K00789.01,,0,,,0.1601,0.2975,-0.16,0.1137,,,43.54,4.5,-4.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2714,0.3854,q1_q16_koi,11.2,-0.1,0.24,-0.26
12470844,K00790.01,Kepler-233 b,0,,,0.022,0.378,-0.022,0.0778,,,24.47,1.4,-1.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2043,0.4966,q1_q17_dr25_koi,47.6,-0.08,0.3,-0.3
12470844,K00790.02,Kepler-233 c,0,,,0.094,0.359,-0.094,0.2884,,,93.71,3.4,-3.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2043,0.4966,q1_q17_dr25_koi,20.1,-0.08,0.3,-0.3
12644822,K00791.01,Kepler-682 b,0,,,0.55,0.065,-0.128,0.1058,,,17.27,4.8,-4.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2622,0.4035,q1_q17_dr25_koi,277.2,-0.02,0.25,-0.3
2440757,K00792.01,,0,,,1.268,5.652,-0.123,0.0256,,,2.46,1.2,-1.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2904,0.3534,q1_q17_dr25_koi,112.6,0.02,0.15,-0.15
2445129,K00793.01,,0,,,1.215,59.52,-0.463,0.0944,,,5.92,3,-3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2844,0.3661,q1_q17_dr25_koi,38.2,0.07,0.25,-0.3
2713049,K00794.01,Kepler-683 b,0,,,0.238,0.198,-0.238,0.0355,,,7.93,1.2,-1.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2291,0.4603,q1_q17_dr25_koi,38.9,0.14,0.15,-0.15
3114167,K00795.01,Kepler-684 b,0,,,0.838,0.083,-0.589,0.064,,,15.21,7.5,-7.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.308,0.3117,q1_q17_dr25_koi,50.8,-0.84,0.3,-0.3
3114661,K00796.01,,0,,,1.258,0.334,-0.141,0.0101,,,1.641,0.538,-0.538,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2337,0.4535,q1_q17_dr25_koi,299.7,-0.72,0.3,-0.3
3115833,K00797.01,,0,,,0.92,0.007,-0.005,0.0884,,,12.776,0.528,-0.528,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2979,0.3238,q1_q17_dr25_koi,183.6,-0.52,0.3,-0.3
4139816,K00812.02,Kepler-235 d,0,,,0.556,0.323,-0.368,0.115,,,40.4,12.6,-12.6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.4175,0.2365,q1_q17_dr25_koi,35.2,-0.46,0.15,-0.15
4139816,K00812.03,Kepler-235 e,0,,,0.013,0.415,-0.013,0.2005,,,76.67,4.7,-4.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.4175,0.2365,q1_q17_dr25_koi,26,-0.46,0.15,-0.15
8395660,K00116.04,Kepler-106 d,0,,,0.95,0.004,-0.66,0.1602,,,11.98,5.9,-5.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2676,0.3928,q1_q17_dr25_koi,17.1,-0.12,0.15,-0.15
4139816,K00812.04,Kepler-235 c,0,,,0.708,0.234,-0.487,0.0614,,,20.2,9.1,-9.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.4175,0.2365,q1_q17_dr25_koi,15.9,-0.46,0.15,-0.15
4275191,K00813.01,Kepler-688 b,0,,,0.524,0.069,-0.237,0.046,,,12.29,5.7,-5.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2521,0.421,q1_q17_dr25_koi,370.8,-0.3,0.3,-0.3
4476123,K00814.01,Kepler-689 b,0,,,0.4,0.066,-0.4,0.1449,,,31,10.4,-10.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2521,0.421,q1_q17_dr25_koi,32.1,-0.34,0.3,-0.3
3351888,K00801.01,Kepler-685 b,0,,,0.076,0.022,-0.076,0.0265,,,5.6364,0.0454,-0.0454,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.224,0.4695,q1_q17_dr25_koi,799.7,0.16,0.15,-0.15
3453214,K00802.01,,0,,,0.458,0.08,-0.165,0.1389,,,77.9,22,-22,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2676,0.3928,q1_q17_dr25_koi,340.5,-0.1,0.15,-0.15
3554600,K00803.01,,0,,,1.175,33.63,-0.911,0.0731,,,2.28,1.1,-1.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2711,0.3858,q1_q17_dr25_koi,14.2,-0.18,0.3,-0.3
3641726,K00804.01,,0,,,0.024,0.401,-0.024,0.0796,,,22.57,1.2,-1.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2043,0.4966,q1_q17_dr25_koi,53.9,-0.12,0.3,-0.3
3734868,K00805.01,,0,,,0.281,0.04,-0.064,0.0888,,,10.988,0.604,-0.604,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2676,0.3928,q1_q17_dr25_koi,636.8,-0.1,0.3,-0.25
3832474,K00806.01,Kepler-30 d,0,,,0.379,0.073,-0.273,0.5336,,,125.8,31.9,-31.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.224,0.4695,q1_q17_dr25_koi,138.8,0.21,0.15,-0.2
8395660,K00116.03,Kepler-106 b,0,,,0.646,0.323,-0.43,0.0648,,,11.19,4.7,-4.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2676,0.3928,q1_q17_dr25_koi,14.4,-0.12,0.15,-0.15
3832474,K00806.02,Kepler-30 c,0,,,0.224,0.067,-0.146,0.2998,,,77.04,5.8,-5.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.224,0.4695,q1_q17_dr25_koi,347.2,0.21,0.15,-0.2
3832474,K00806.03,Kepler-30 b,0,,,0.3619,0.0945,-0.3618,0.1847,,,44.2,17.9,-17.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2209,0.4742,q1_q16_koi,11.6,0.21,0.11,-0.17
3836375,K00807.01,,0,,,1.225,6.813,-0.101,0.0264,,,1.971,0.984,-0.984,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2555,0.4191,q1_q17_dr25_koi,38.8,0.21,0.2,-0.3
3838486,K00808.01,,0,,,0.014,0.334,-0.014,0.0367,,,4.349,0.252,-0.252,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1054,0.6323,q1_q17_dr25_koi,48.5,0.1,0.25,-0.3
3935914,K00809.01,Kepler-686 b,0,,,0.514,0.022,-0.037,0.0258,,,6.203,0.412,-0.412,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2965,0.3342,q1_q17_dr25_koi,1009.3,-0.38,0.3,-0.3
3940418,K00810.01,,0,,,0.003,0.425,-0.003,0.0535,,,16.102,0.647,-0.647,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.186,0.5256,q1_q17_dr25_koi,70.6,0.18,0.2,-0.3
4049131,K00811.01,Kepler-687 b,0,,,0.26,0.151,-0.26,0.1326,,,38.91,5.5,-5.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.153,0.5684,q1_q17_dr25_koi,78.5,-0.04,0.3,-0.3
4139816,K00812.01,Kepler-235 b,0,,,0.466,0.002,-0.437,0.0348,,,12.4,6.1,-6.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.4175,0.2365,q1_q17_dr25_koi,71.6,-0.46,0.15,-0.15
5287983,K00828.01,,0,,,1.255,16.5,-0.349,0.0365,,,3.32,1.7,-1.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2868,0.3588,q1_q17_dr25_koi,64.9,-0.04,0.25,-0.3
5358241,K00829.01,Kepler-53 b,0,,,0.08,0.329,-0.08,0.139,,,33.12,2.3,-2.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2555,0.4191,q1_q17_dr25_koi,46.1,0.16,0.15,-0.15
10875245,K00117.02,Kepler-107 c,0,,,0.529,0.021,-0.46,0.0586,,,7.78,3.7,-3.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.257,0.4213,q1_q17_dr25_koi,50.6,0.26,0.1,-0.1
5358241,K00829.02,Kepler-53 d,0,,,0.949,0.028,-0.673,0.0902,,,6.05,3,-3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2555,0.4191,q1_q17_dr25_koi,28.5,0.16,0.15,-0.15
5358241,K00829.03,Kepler-53 c,0,,,0.911,0.025,-0.663,0.2255,,,24.9,12.4,-12.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2555,0.4191,q1_q17_dr25_koi,39.7,0.16,0.15,-0.15
5358624,K00830.01,Kepler-428 b,0,,,0.12,0.006,-0.084,0.0431,,,11.699,0.218,-0.218,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1914,0.5167,q1_q17_dr25_koi,1996.7,0.08,0.15,-0.15
4544670,K00815.01,,0,,,0.934,0.575,-0.031,0.1971,,,49.31,5,-5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2434,0.4341,q1_q17_dr25_koi,76.8,-0.16,0.3,-0.3
4664847,K00816.01,Kepler-690 b,0,,,0.517,0.237,-0.325,0.081,,,15,4.1,-4.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2799,0.381,q1_q17_dr25_koi,113.2,0.36,0.1,-0.3
